,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2019-03-12,43.32145142280129,43.96405251155092,43.16982516765191,43.54046630859375,129870400,0.0,0.0
1,2019-03-13,43.86297208425176,44.11568129987663,43.54287423411428,43.733009338378906,124130000,0.0,0.0
2,2019-03-14,44.2600838824257,44.308221769073455,43.93758060735453,44.21916961669922,94318000,0.0,0.0
3,2019-03-15,44.48872592081958,45.08559823114833,44.22157681995226,44.79438018798828,156171600,0.0,0.0
4,2019-03-18,44.71736125051072,45.34070785964232,44.714952153104186,45.25165939331055,104879200,0.0,0.0
5,2019-03-19,45.33107700888458,45.48510865569986,44.74623563248628,44.89304733276367,126585600,0.0,0.0
6,2019-03-20,44.82084673566871,45.605448579700514,44.4598346986934,45.28535079956055,124140800,0.0,0.0
7,2019-03-21,45.733012850022185,47.25166979635612,45.68246954127608,46.95323181152344,204136800,0.0,0.0
8,2019-03-22,47.01339650532469,47.578983537196066,45.9159204261573,45.98090362548828,169630800,0.0,0.0
9,2019-03-25,46.09161213010793,46.2047295369624,44.90990210169952,45.42494583129883,175381200,0.0,0.0
10,2019-03-26,46.12771968987966,46.42134315463299,44.423742158696456,44.955631256103516,199202000,0.0,0.0
11,2019-03-27,45.427351087756456,45.670431220518,44.89786746518803,45.359962463378906,119393600,0.0,0.0
12,2019-03-28,45.475485838520555,45.622297558899305,45.133728190118546,45.42013168334961,83121600,0.0,0.0
13,2019-03-29,45.68728384319858,45.7474525249171,45.37681138898425,45.716163635253906,94256000,0.0,0.0
14,2019-04-01,46.122902634178416,46.1325280070035,45.338304378565645,46.026634216308594,111448000,0.0,0.0
15,2019-04-02,45.99052664688713,46.801602867342865,45.980901274932364,46.69570541381836,91062800,0.0,0.0
16,2019-04-03,46.51038972359839,47.29258256500431,46.48632078259321,47.01580810546875,93087200,0.0,0.0
17,2019-04-04,46.88102392501067,47.261290397603176,46.48391213280696,47.097633361816406,76457200,0.0,0.0
18,2019-04-05,47.28054246117584,47.436983214260486,47.155390593189,47.41291427612305,74106400,0.0,0.0
19,2019-04-08,47.273334470885885,48.190304690821144,47.254080049986854,48.159019470214844,103526800,0.0,0.0
20,2019-04-09,48.21196533868645,48.82087213278895,47.949627082913366,48.014610290527344,143072800,0.0,0.0
21,2019-04-10,47.81725485263282,48.31304789430677,47.69691748446444,48.28416442871094,86781200,0.0,0.0
22,2019-04-11,48.33952066811597,48.375620408414015,47.75949369129462,47.88223648071289,83603200,0.0,0.0
23,2019-04-12,47.94239916534374,48.16863396932321,47.22278416778864,47.86297607421875,111042800,0.0,0.0
24,2019-04-15,47.793182207695104,48.098840103951524,47.655995866397326,47.94961929321289,70146400,0.0,0.0
25,2019-04-16,48.00497674345742,48.46466262431271,47.788367312426075,47.95443344116211,102785600,0.0,0.0
26,2019-04-17,48.02422730713734,48.948420932404964,47.8004016022239,48.88825225830078,115627200,0.0,0.0
27,2019-04-18,48.8858413646967,49.13373599910474,48.74143875559536,49.063941955566406,96783200,0.0,0.0
28,2019-04-22,48.81605435968994,49.323878170586,48.69812242370955,49.22520065307617,77758000,0.0,0.0
29,2019-04-23,49.201129686259314,50.0001714940692,49.07357238249762,49.93518829345703,93292000,0.0,0.0
30,2019-04-24,49.90631521422094,50.17586975314949,49.831706630939294,49.85818099975586,70162400,0.0,0.0
31,2019-04-25,49.77875872271458,50.00258447628887,49.36720328650979,49.40571212768555,74172800,0.0,0.0
32,2019-04-26,49.31425203419226,49.33832097680149,48.645176560591935,49.16984939575195,74596400,0.0,0.0
33,2019-04-29,49.193906313542655,49.5717673484031,49.063943593771675,49.244449615478516,88818800,0.0,0.0
34,2019-04-30,48.871404561973385,48.953233079546614,47.92074022041394,48.29619216918945,186139600,0.0,0.0
35,2019-05-01,50.51280413319414,51.81966591180695,50.3563633842841,50.66683578491211,259309200,0.0,0.0
36,2019-05-02,50.50317473134929,51.17947000476233,50.09162307888993,50.33710861206055,127985200,0.0,0.0
37,2019-05-03,50.755891147076504,50.98453139476291,50.59704495177257,50.96287155151367,83569600,0.0,0.0
38,2019-05-06,49.16743375934844,50.26250439914625,48.97730235867889,50.17586135864258,129772400,0.0,0.0
39,2019-05-07,49.550111370764974,49.92074881504494,48.334703328688555,48.823272705078125,155054800,0.0,0.0
40,2019-05-08,48.59222247629782,49.42014406621883,48.556122738762454,48.8328971862793,105358000,0.0,0.0
41,2019-05-09,48.23120986997865,48.53927320150486,47.331088815089856,48.3082275390625,139634400,0.0,0.0
42,2019-05-10,47.69698564795609,48.04247784005557,46.573539724540076,47.638999938964844,164834800,0.1925,0.0
43,2019-05-13,45.351027659792535,45.77865974037161,44.176844002963655,44.8702392578125,229722400,0.0,0.0
44,2019-05-14,45.036955176425124,45.83182281897333,44.79535357623386,45.58055877685547,146118800,0.0,0.0
45,2019-05-15,45.00312209900095,46.327097571013674,44.94272171103352,46.12656784057617,106178800,0.0,0.0
46,2019-05-16,45.882538877212795,46.501038088643135,45.624023518855374,45.92361068725586,132125600,0.0,0.0
47,2019-05-17,45.162583590666245,46.12174220089542,45.12151176262328,45.66270065307617,131516400,0.0,0.0
48,2019-05-20,44.33872336093677,44.53925311638276,43.55593290809852,44.234832763671875,154449200,0.0,0.0
49,2019-05-21,44.74944008600103,45.421092110584844,44.62380624580238,45.08285140991211,113459200,0.0,0.0
50,2019-05-22,44.614147132226236,44.867829519919276,44.10436766827929,44.159934997558594,118994400,0.0,0.0
51,2019-05-23,43.439963446446875,43.618746250598015,42.95917499030657,43.4061393737793,146118800,0.0,0.0
52,2019-05-24,43.536594505686246,44.00530205874911,43.15486364996028,43.23942565917969,94858800,0.0,0.0
53,2019-05-28,43.227351727443626,43.63082590010163,42.983335473047305,43.060646057128906,111792800,0.0,0.0
54,2019-05-29,42.623361702398725,43.33125643815591,42.521889454041954,42.85530090332031,113924800,0.0,0.0
55,2019-05-30,42.99299078674584,43.302240444903255,42.68374112858843,43.077552795410156,84873600,0.0,0.0
56,2019-05-31,42.57744665911118,43.002667811764844,42.27786305052082,42.29719161987305,108174400,0.0,0.0
57,2019-06-03,42.425225361904616,42.98573893133845,41.13748890972842,41.86954116821289,161584400,0.0,0.0
58,2019-06-04,42.386576563948026,43.447207222039616,42.1643035801129,43.401302337646484,123872000,0.0,0.0
59,2019-06-05,44.52233198106089,44.69387069840935,43.76370328466238,44.10194396972656,119093600,0.0,0.0
60,2019-06-06,44.23240830103265,44.80983580695818,44.007716962417334,44.74943542480469,90105200,0.0,0.0
61,2019-06-07,45.06110320076749,46.36816845472044,44.882320415389685,45.94053268432617,122737600,0.0,0.0
62,2019-06-10,46.34159561492287,47.20169659688586,46.29569072770339,46.52762985229492,104883600,0.0,0.0
63,2019-06-11,47.078490882766225,47.35391657661728,46.77407417478814,47.066410064697266,107731600,0.0,0.0
64,2019-06-12,46.85862501227192,47.34666122890406,46.72332871931588,46.91661071777344,73012800,0.0,0.0
65,2019-06-13,47.03982205285396,47.54476841837253,46.77406255410337,46.90694046020508,86698400,0.0,0.0
66,2019-06-14,46.278781535833225,46.77164711724487,45.976779572908896,46.566287994384766,75046000,0.0,0.0
