,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
62,2019-06-10,96.0294251695749,96.0294251695749,95.81431543435924,95.82328033447266,832900,0.0,0.0,0.0
63,2019-06-11,95.85912698198021,95.90394464467036,95.80535125732422,95.80535125732422,802700,0.0,0.0,0.0
64,2019-06-12,95.89496202347591,95.98459049407798,95.8770390646411,95.95770263671875,423600,0.0,0.0,0.0
65,2019-06-13,96.0294105955607,96.09215121040233,95.98459294001061,96.0473403930664,1828400,0.0,0.0,0.0
66,2019-06-14,96.01149210172646,96.06526782031634,95.93978658479698,95.97563934326172,715400,0.0,0.0,0.0
67,2019-06-17,95.9577270405414,95.97565684215007,95.90395131214679,95.93980407714844,626100,0.0,0.0,0.0
68,2019-06-18,96.10113597797049,96.12802384157392,95.94876685874065,96.08320617675781,732200,0.0,0.0,0.0
69,2019-06-19,96.05630117553005,96.35208129882812,96.02941331672375,96.35208129882812,920600,0.0,0.0,0.0
70,2019-06-20,96.53132168248976,96.60302718580968,96.44169322244643,96.49547576904297,475500,0.0,0.0,0.0
71,2019-06-21,96.3431173428657,96.35208224196033,96.2086712093038,96.21763610839844,1067400,0.0,0.0,0.0
72,2019-06-24,96.28038491953819,96.35209044196894,96.262461958038,96.33416748046875,336700,0.0,0.0,0.0
73,2019-06-25,96.37895612327112,96.4058439784411,96.28036276217227,96.31621551513672,616100,0.0,0.0,0.0
74,2019-06-26,96.34313486425746,96.34313486425746,96.18180084228516,96.18180084228516,597100,0.0,0.0,0.0
75,2019-06-27,96.29832434131126,96.42380559899554,96.2624715765135,96.41484069824219,589100,0.0,0.0,0.0
76,2019-06-28,96.42382660555823,96.52242002067736,96.42382660555823,96.4417495727539,1062700,0.0,0.0,0.0
77,2019-07-01,96.427329355959,96.47225724222777,96.29255255218568,96.40037536621094,1051900,0.264,0.0,0.0
78,2019-07-02,96.45428874044636,96.61601954301344,96.43632169795374,96.58906555175781,4826800,0.0,0.0,0.0
79,2019-07-03,96.64299058871359,96.70588553108679,96.61603659270145,96.6519775390625,1073100,0.0,0.0,0.0
80,2019-07-05,96.47226846686834,96.5531304455209,96.3734325896038,96.52617645263672,1448200,0.0,0.0,0.0
81,2019-07-08,96.59806370350532,96.61603074808166,96.45429992675781,96.45429992675781,698000,0.0,0.0,0.0
82,2019-07-09,96.49918783915696,96.49918783915696,96.39136505126953,96.39136505126953,646000,0.0,0.0,0.0
83,2019-07-10,96.52619999224183,96.56214094319684,96.44533113883419,96.55315399169922,1000200,0.0,0.0,0.0
84,2019-07-11,96.51716882571985,96.54412281282949,96.31051702119116,96.33747100830078,1404500,0.0,0.0,0.0
85,2019-07-12,96.3644428942572,96.47226571775516,96.3644428942572,96.44530487060547,561200,0.0,0.0,0.0
86,2019-07-15,96.45431696438429,96.53518581684793,96.45431696438429,96.5172119140625,3437500,0.0,0.0,0.0
87,2019-07-16,96.4273304954811,96.46327143391424,96.39138955704796,96.43631744384766,950500,0.0,0.0,0.0
88,2019-07-17,96.55314165032824,96.66096448941141,96.50822060865286,96.6519775390625,889300,0.0,0.0,0.0
89,2019-07-18,96.64300891951933,96.768798828125,96.62504187044819,96.768798828125,1029100,0.0,0.0,0.0
90,2019-07-19,96.71489892470773,96.82272179327126,96.67895796851988,96.77779388427734,754200,0.0,0.0,0.0
91,2019-07-22,96.75976514531871,96.79570607859272,96.7238242120447,96.75077819824219,747500,0.0,0.0,0.0
92,2019-07-23,96.73287283031988,96.78678083708341,96.69693187413205,96.77779388427734,994800,0.0,0.0,0.0
93,2019-07-24,96.80466624510802,96.87654809686042,96.78669920968527,96.84959411621094,864800,0.0,0.0,0.0
94,2019-07-25,96.84064399457921,96.84064399457921,96.72384108234034,96.79572296142578,994900,0.0,0.0,0.0
95,2019-07-26,96.77776986572496,96.78675681630062,96.7058879711891,96.74182891845703,610100,0.0,0.0,0.0
96,2019-07-29,96.77776986572496,96.7957437668763,96.71487492176477,96.74182891845703,450900,0.0,0.0,0.0
97,2019-07-30,96.76874505229428,96.78671894641295,96.69687004091583,96.7328109741211,807000,0.0,0.0,0.0
98,2019-07-31,96.78673601278177,96.91252587366463,96.6250052123562,96.79572296142578,1245100,0.0,0.0,0.0
99,2019-08-01,96.88850113608086,97.25779220603327,96.82545227923656,97.10466766357422,1245800,0.263,0.0,0.0
100,2019-08-02,97.17670056563048,97.18570950624577,97.05060288424944,97.08663177490234,2105300,0.0,0.0,0.0
101,2019-08-05,97.21273561686998,97.32982436505591,97.15869571337012,97.31181335449219,1601000,0.0,0.0,0.0
102,2019-08-06,97.30281341478889,97.32983336903843,97.23075562225054,97.32083129882812,881500,0.0,0.0,0.0
103,2019-08-07,97.37487135694234,97.41990919530032,97.23075577164423,97.26678466796875,3576500,0.0,0.0,0.0
104,2019-08-08,97.1317089449933,97.3839112995495,97.1136979270022,97.32986450195312,649200,0.0,0.0,0.0
105,2019-08-09,97.34783703103348,97.36584804063209,97.10464373469826,97.21273040771484,1580100,0.0,0.0,0.0
106,2019-08-12,97.25777345099232,97.38387114036446,97.20372667568377,97.31181335449219,536900,0.0,0.0,0.0
107,2019-08-13,97.30280361290706,97.31181255401916,97.07762818776497,97.13166809082031,839000,0.0,0.0,0.0
108,2019-08-14,97.27580933049623,97.30282928915392,97.14971160888672,97.14971160888672,864700,0.0,0.0,0.0
109,2019-08-15,97.32982866620547,97.4739442443187,97.21273991284522,97.46493530273438,1779800,0.0,0.0,0.0
110,2019-08-16,97.3838964878497,97.455947420667,97.27580978090802,97.39289855957031,775500,0.0,0.0,0.0
111,2019-08-19,97.40192841184864,97.41994630277864,97.36589950180063,97.37490844726562,765900,0.0,0.0,0.0
112,2019-08-20,97.47397339392799,97.5009933549523,97.42893554434679,97.4559555053711,508800,0.0,0.0,0.0
113,2019-08-21,97.41092452760093,97.51900437169816,97.40191558332248,97.4559555053711,687900,0.0,0.0,0.0
114,2019-08-22,97.42894409669691,97.50100191362769,97.32986631637,97.40192413330078,1080700,0.0,0.0,0.0
115,2019-08-23,97.41991715364506,97.59104583540461,97.3838882543773,97.56402587890625,2255500,0.0,0.0,0.0
116,2019-08-26,97.50998183315532,97.56402174386167,97.35685729980469,97.35685729980469,1127700,0.0,0.0,0.0
117,2019-08-27,97.47398146967087,97.56405030448448,97.44696150640796,97.51901245117188,1151200,0.0,0.0,0.0
118,2019-08-28,97.60006042393519,97.63608932528709,97.5099916064606,97.5460205078125,2083500,0.0,0.0,0.0
119,2019-08-29,97.6270614565171,97.6270614565171,97.53699265650279,97.58202362060547,899800,0.0,0.0,0.0
120,2019-08-30,97.58204253668326,97.753178100151,97.56403152191258,97.72615814208984,1070500,0.0,0.0,0.0
121,2019-09-03,97.7216515077725,97.83902696653124,97.65844827788159,97.80290985107422,1470400,0.265,0.0,0.0
122,2019-09-04,97.85708163122847,97.97446397808436,97.83902651790046,97.93834686279297,1719200,0.0,0.0,0.0
123,2019-09-05,97.820942937211,97.820942937211,97.69453650589331,97.70356750488281,1032200,0.0,0.0,0.0
124,2019-09-06,97.78486546442387,97.78486546442387,97.64942798876179,97.71263122558594,546200,0.0,0.0,0.0
125,2019-09-09,97.7667967008345,97.79388281636697,97.73067958391266,97.78485870361328,903500,0.0,0.0,0.0
126,2019-09-10,97.64036689040364,97.64036689040364,97.40560913085938,97.40560913085938,1052900,0.0,0.0,0.0
127,2019-09-11,97.46883832631563,97.5230174475024,97.45078321167729,97.48690032958984,3369700,0.0,0.0,0.0
128,2019-09-12,97.70359614842928,97.70359614842928,97.46883832631563,97.48690032958984,959200,0.0,0.0,0.0
129,2019-09-13,97.45980571592504,97.48689182983888,97.24310302734375,97.24310302734375,561200,0.0,0.0,0.0
130,2019-09-16,97.42366615062873,97.48686936474142,97.38754904418809,97.45075225830078,540300,0.0,0.0,0.0
131,2019-09-17,97.41466609376474,97.51398644586529,97.36049386121385,97.48690032958984,528800,0.0,0.0,0.0
132,2019-09-18,97.52300262451172,97.65844007393903,97.45979939993029,97.52300262451172,629200,0.0,0.0,0.0
133,2019-09-19,97.57719188337602,97.62234000394513,97.4327302970997,97.49593353271484,773500,0.0,0.0,0.0
134,2019-09-20,97.55912926883636,97.68553573034961,97.51398115173782,97.56815338134766,692800,0.0,0.0,0.0
135,2019-09-23,97.70357600789627,97.79386533974754,97.59522467649407,97.60425567626953,1883000,0.0,0.0,0.0
136,2019-09-24,97.67648139654814,97.73065361321748,97.62230917987881,97.70356750488281,2708100,0.0,0.0,0.0
137,2019-09-25,97.65844374331091,97.68552985648714,97.50494428758721,97.54106140136719,1013900,0.0,0.0,0.0
138,2019-09-26,97.63137274491947,97.68555187211749,97.59525562299969,97.6404037475586,602600,0.0,0.0,0.0
139,2019-09-27,97.6403669368082,97.75774237231909,97.60424982850468,97.74871826171875,840400,0.0,0.0,0.0
140,2019-09-30,97.64039023592589,97.78485870361328,97.63135923453652,97.78485870361328,1251600,0.0,0.0,0.0
141,2019-10-01,97.71424908235305,97.91337148195021,97.6780443819408,97.8319091796875,2761300,0.262,0.0,0.0
142,2019-10-02,97.88621445483271,97.97672274835901,97.85906265730884,97.93146514892578,1736000,0.0,0.0,0.0
143,2019-10-03,97.96769709989115,98.13061483569473,97.94959819828723,98.01295471191406,1663000,0.0,0.0,0.0
144,2019-10-04,98.01294309296055,98.10345140093499,98.00389019056072,98.09439849853516,871700,0.0,0.0,0.0
145,2019-10-07,97.97671830767746,98.0853323981903,97.94051361083984,97.94051361083984,1231200,0.0,0.0,0.0
146,2019-10-08,98.04008365558619,98.05818255296973,97.91337065788001,97.9676742553711,892400,0.0,0.0,0.0
147,2019-10-09,98.01293626358543,98.02198916535447,97.90432215837941,98.0038833618164,636700,0.0,0.0,0.0
148,2019-10-10,98.01292823442151,98.01292823442151,97.84095764160156,97.84095764160156,2306900,0.0,0.0,0.0
149,2019-10-11,97.74141249055295,97.80476899746444,97.65995708395592,97.7504653930664,679900,0.0,0.0,0.0
150,2019-10-14,97.83189786412716,97.85000366490938,97.77759427245998,97.79570007324219,438800,0.0,0.0,0.0
151,2019-10-15,97.85907950720382,97.89528421191628,97.72331359086739,97.7504653930664,794500,0.0,0.0,0.0
152,2019-10-16,97.81379577688118,97.86809936677638,97.7504392868903,97.7866439819336,1093500,0.0,0.0,0.0
153,2019-10-17,97.81380018787496,97.88620958122691,97.79570129220689,97.8228530883789,1612700,0.0,0.0,0.0
154,2019-10-18,97.7775923289221,97.85000171993222,97.75949343383937,97.76853942871094,1011400,0.0,0.0,0.0
155,2019-10-21,97.77760838282654,97.79571418622162,97.65994828212142,97.67804718017578,466900,0.0,0.0,0.0
156,2019-10-22,97.74138519305349,97.75043809303862,97.62372511460443,97.7142333984375,717300,0.0,0.0,0.0
157,2019-10-23,97.7594965955309,97.83189908354304,97.714238998351,97.8228530883789,1144500,0.0,0.0,0.0
158,2019-10-24,97.8590819344263,97.90433263743324,97.77761962046738,97.80477142333984,729900,0.0,0.0,0.0
159,2019-10-25,97.82287480249134,97.82287480249134,97.70520778584049,97.7504653930664,508600,0.0,0.0,0.0
160,2019-10-28,97.65996107416744,97.68711287747583,97.63280927085906,97.66901397705078,2389800,0.0,0.0,0.0
161,2019-10-29,97.76856671772939,97.81382432607785,97.72331601472244,97.80477142333984,523300,0.0,0.0,0.0
162,2019-10-30,97.8138222329033,97.97673995199325,97.80476933035904,97.9586410522461,538500,0.0,0.0,0.0
163,2019-10-31,98.031045178974,98.14871219797273,98.00389337623321,98.10345458984375,828900,0.0,0.0,0.0
164,2019-11-01,98.02088487081761,98.11160996185815,97.98459345002524,98.09346771240234,958000,0.259,0.0,0.0
165,2019-11-04,98.00273454208497,98.12068338873739,98.00273454208497,98.0753173828125,510800,0.0,0.0,0.0
166,2019-11-05,97.95736048348263,98.01179414476678,97.81219482421875,97.81219482421875,1155300,0.0,0.0,0.0
167,2019-11-06,97.94829074556291,98.0117989941632,97.88478249696263,97.92107391357422,710200,0.0,0.0,0.0
168,2019-11-07,97.79404565551347,97.79404565551347,97.61258859427784,97.73053741455078,683900,0.0,0.0,0.0
169,2019-11-08,97.7577611629346,97.85756082320862,97.73054433229252,97.81219482421875,524000,0.0,0.0,0.0
170,2019-11-11,97.83036041259766,97.83942807641388,97.74870298508628,97.83036041259766,604400,0.0,0.0,0.0
171,2019-11-12,97.89387835856787,97.91202060987686,97.8122209229738,97.88480377197266,569900,0.0,0.0,0.0
172,2019-11-13,97.91200974197103,97.95737574803022,97.87571832149983,97.89386749267578,603300,0.0,0.0,0.0
173,2019-11-14,98.00274055982968,98.06624881889574,97.94830688688191,98.03903198242188,741900,0.0,0.0,0.0
174,2019-11-15,98.02995345477993,98.07531253658279,98.01180428455451,98.048095703125,1437100,0.0,0.0,0.0
175,2019-11-18,98.10253537618988,98.17511821777461,98.06624395539751,98.09346771240234,3198400,0.0,0.0,0.0
176,2019-11-19,98.06625160662405,98.07532619300034,98.00274334575262,98.0118179321289,1644100,0.0,0.0,0.0
177,2019-11-20,98.06625965766212,98.12070025850802,98.02090056581937,98.11162567138672,1200200,0.0,0.0,0.0
178,2019-11-21,98.0753173828125,98.11160880317628,98.05717513357095,98.0753173828125,864800,0.0,0.0,0.0
179,2019-11-22,98.12068338873739,98.12068338873739,98.03902596244873,98.0753173828125,969700,0.0,0.0,0.0
180,2019-11-25,98.11157666252885,98.12065124511719,98.06621067146553,98.12065124511719,583000,0.0,0.0,0.0
181,2019-11-26,98.13880642492023,98.18417242196361,98.12973876301501,98.16602325439453,1400900,0.0,0.0,0.0
182,2019-11-27,98.10252982205802,98.11160440721254,98.04809615489164,98.06623840332031,425300,0.0,0.0,0.0
183,2019-11-29,98.14791709799003,98.14791709799003,98.093483419026,98.11162567138672,898500,0.0,0.0,0.0
184,2019-12-02,98.00337440849232,98.12159763946637,97.99428565071204,98.07612609863281,3280800,0.251,0.0,0.0
185,2019-12-03,98.21252663546672,98.35803000515828,98.20343094036537,98.2852783203125,1773700,0.0,0.0,0.0
186,2019-12-04,98.22163822608147,98.23072698467115,98.09432622598932,98.11251068115234,1171800,0.0,0.0,0.0
187,2019-12-05,98.07613989865997,98.15798729608031,98.07613989865997,98.08523559570312,1557200,0.0,0.0,0.0
188,2019-12-06,98.08524071625143,98.14889672290862,98.04886486416383,98.13980102539062,811600,0.0,0.0,0.0
189,2019-12-09,98.24893511969316,98.24893511969316,98.08524724339846,98.10343170166016,747800,0.0,0.0,0.0
190,2019-12-10,98.07612755625007,98.10340770596243,98.03066295272384,98.06703186035156,654500,0.0,0.0,0.0
191,2019-12-11,98.1307064878342,98.29438740561413,98.1034193968869,98.25801849365234,570000,0.0,0.0,0.0
192,2019-12-12,98.2398368106038,98.24893250848534,97.95793261813822,97.99430847167969,945800,0.0,0.0,0.0
193,2019-12-13,98.21255060771598,98.3216781616211,98.10342305381086,98.3216781616211,593500,0.0,0.0,0.0
194,2019-12-16,98.26709886783968,98.276194564046,98.11250672224905,98.17616271972656,975700,0.0,0.0,0.0
195,2019-12-17,98.24894097454421,98.2580366732095,98.17618926119229,98.2398452758789,1018600,0.0,0.0,0.0
196,2019-12-18,98.20344391418853,98.21253961049153,98.13069915771484,98.13069915771484,1504200,0.0,0.0,0.0
197,2019-12-19,98.1452611475268,98.23624451738937,98.08157209446438,98.18165588378906,1786400,0.056,0.0,0.0
198,2019-12-20,98.13619454285556,98.2635726928711,98.12709412025772,98.2635726928711,3706900,0.0,0.0,0.0
199,2019-12-23,98.26353082158712,98.26353082158712,98.10885841127443,98.1270523071289,2256700,0.0,0.0,0.0
200,2019-12-24,98.0906830203271,98.208967669616,98.06338869867194,98.19986724853516,1172700,0.0,0.0,0.0
201,2019-12-26,98.208967669616,98.22716157019032,98.14527860522483,98.19986724853516,664300,0.0,0.0,0.0
202,2019-12-27,98.2817397773338,98.4000244140625,98.25444545857691,98.4000244140625,2890800,0.0,0.0,0.0
203,2019-12-30,98.31815229372533,98.40914262814968,98.29995839179321,98.3636474609375,1050100,0.0,0.0,0.0
204,2019-12-31,98.4091131709574,98.42730706744346,98.31812286376953,98.31812286376953,790000,0.0,0.0,0.0
205,2020-01-02,98.4909976284635,98.50919152522869,98.4182081582309,98.43640899658203,2132400,0.0,0.0,0.0
206,2020-01-03,98.52739570757036,98.5637904439219,98.49100097121884,98.51829528808594,2274900,0.0,0.0,0.0
207,2020-01-06,98.60928774330165,98.61838816362453,98.52740478515625,98.52740478515625,1624200,0.0,0.0,0.0
208,2020-01-07,98.55468605144178,98.60927468297538,98.52739173567498,98.54558563232422,2312800,0.0,0.0,0.0
209,2020-01-08,98.58198976663107,98.61838450498553,98.49100639153818,98.50010681152344,2049000,0.0,0.0,0.0
210,2020-01-09,98.41822529635797,98.53650994148003,98.40913181718486,98.50920867919922,1322300,0.0,0.0,0.0
211,2020-01-10,98.59107574178209,98.64566437052258,98.57287490447823,98.61837005615234,2448100,0.0,0.0,0.0
212,2020-01-13,98.65477752685547,98.68207184474979,98.59108847123991,98.65477752685547,2416700,0.0,0.0,0.0
213,2020-01-14,98.66387000303268,98.72755905352048,98.65476958393846,98.70935821533203,8167500,0.0,0.0,0.0
214,2020-01-15,98.68206566206422,98.71846039750524,98.53649366188617,98.66387176513672,4729300,0.0,0.0,0.0
215,2020-01-16,98.68206566206422,98.71846039750524,98.64567092662321,98.66387176513672,2734900,0.0,0.0,0.0
216,2020-01-17,98.65477752685547,98.68207184474979,98.61838278913423,98.65477752685547,1592500,0.0,0.0,0.0
217,2020-01-21,98.71846008300781,98.74575439910512,98.67296492845499,98.71846008300781,2186300,0.0,0.0,0.0
218,2020-01-22,98.7002698419889,98.74575805664062,98.68206900285921,98.74575805664062,4100700,0.0,0.0,0.0
219,2020-01-23,98.76393493755967,98.80032272381958,98.73663368548789,98.79122924804688,2808400,0.0,0.0,0.0
220,2020-01-24,98.8367552920492,98.89135087551051,98.81856139195358,98.84585571289062,1659600,0.0,0.0,0.0
221,2020-01-27,98.95500686645653,98.99140159607151,98.88221740722656,98.88221740722656,1296300,0.0,0.0,0.0
222,2020-01-28,98.891357421875,98.92775216606272,98.86406309913114,98.891357421875,1442100,0.0,0.0,0.0
223,2020-01-29,98.90042738211534,99.0005111694336,98.90042738211534,99.0005111694336,1544800,0.0,0.0,0.0
224,2020-01-30,99.05508750742001,99.08238181837254,98.95500373953763,99.02778625488281,1352500,0.0,0.0,0.0
225,2020-01-31,99.0277738986915,99.08236945536909,99.01868042389843,99.04597473144531,1343400,0.0,0.0,0.0
226,2020-02-03,99.04234602578909,99.10618519792435,99.00586550486207,99.05146789550781,1035700,0.256,0.0,0.0
227,2020-02-04,98.98763239489881,99.01499104712184,98.95115187261872,98.96027374267578,1225200,0.0,0.0,0.0
228,2020-02-05,99.00586628966668,99.02411002924876,98.94202711702538,98.9511489868164,1867500,0.0,0.0,0.0
229,2020-02-06,99.06970906509405,99.08795280533957,99.0149917602539,99.0149917602539,2103500,0.0,0.0,0.0
230,2020-02-07,99.2976975385821,99.2976975385821,99.15178242042762,99.18826293945312,1847700,0.0,0.0,0.0
231,2020-02-10,99.23386671641526,99.26122536849867,99.16091263017557,99.24298858642578,1768800,0.0,0.0,0.0
232,2020-02-11,99.21564009194623,99.24299874683058,99.18828143706187,99.22476196289062,1696500,0.0,0.0,0.0
233,2020-02-12,99.21563107915405,99.22475294926983,99.17002868652344,99.17002868652344,1038100,0.0,0.0,0.0
234,2020-02-13,99.23390011370229,99.29773930936477,99.22478519857229,99.25214385986328,797900,0.0,0.0,0.0
235,2020-02-14,99.2065414524113,99.27950252115427,99.2065414524113,99.25214385986328,1035000,0.0,0.0,0.0
236,2020-02-18,99.26124270962313,99.35244750976562,99.24300592436424,99.35244750976562,2805800,0.0,0.0,0.0
237,2020-02-19,99.25212318491323,99.27035996932487,99.21564265814091,99.26123809814453,1217900,0.0,0.0,0.0
238,2020-02-20,99.28856695268138,99.3432842436077,99.26120134927177,99.31592559814453,2452500,0.0,0.0,0.0
239,2020-02-21,99.35243620139018,99.47099268695214,99.34331433082431,99.44363403320312,1250400,0.0,0.0,0.0
240,2020-02-24,99.5257241058042,99.57132650715073,99.48012866240722,99.51660919189453,1098400,0.0,0.0,0.0
241,2020-02-25,99.49837170609815,99.58956955657753,99.4618911743164,99.4618911743164,3053800,0.0,0.0,0.0
242,2020-02-26,99.55307006835938,99.63514602504085,99.48010902378816,99.55307006835938,2021200,0.0,0.0,0.0
243,2020-02-27,99.68987238762321,99.77195530971116,99.61691829437135,99.66251373291016,1642600,0.0,0.0,0.0
244,2020-02-28,99.8905254675386,100.10940169314078,99.83580815062548,99.86316680908203,2779100,0.0,0.0,0.0
245,2020-03-02,100.1784693310808,100.30642229599432,100.0505163661673,100.1236343383789,2289700,0.235,0.0,0.0
