Date,Close,Volume,Capital Gains,RSI,MFI,EMA,SO,MACD,Next Day Price
2019-04-23,43545.5,604340,0.0,67.2740469543871,71.18305625646383,43274.72871961439,54.28689286358821,42624.26505601246,44136.3984375
2019-04-24,44136.3984375,940643,0.0,63.637555320585946,70.82906134215332,43389.618015332475,65.4559375,42827.1404291865,44363.6015625
2019-04-25,44363.6015625,1067726,0.0,60.870519699868474,68.93863922119618,43519.482488288144,74.5440625,42961.088868923434,45045.5
2019-04-26,45045.5,951445,0.0,66.35687493474053,69.69654145919219,43722.95148984972,93.33403992328725,43156.36602798018,45045.5
2019-04-29,45045.5,0,0.0,66.35687493474053,68.44960677526531,43899.291291203095,93.33403992328725,43245.54539482241,45045.5
2019-04-30,45045.5,0,0.0,73.19740439700251,75.3741278272952,44052.11911904268,93.33403992328725,43342.15279053012,45045.5
2019-05-01,45045.5,0,0.0,79.77657310379723,81.22278083697272,44184.569903170326,93.1042095421821,43448.631826011515,45318.19921875
2019-05-02,45318.19921875,973522,0.0,80.64633280844552,82.30992587529607,44335.720478580944,89.55182338696437,43603.7126433072,45454.5
2019-05-03,45454.5,1165527,0.0,75.00080572097703,82.71433887263716,44484.89108143682,92.58948051886048,43734.70141109194,44318.19921875
2019-05-06,44318.19921875,1600654,0.0,55.6704812466553,72.05886646596291,44462.66549974525,46.296729511105596,43674.227457755376,45181.80078125
2019-05-07,45181.80078125,1204368,0.0,66.36399220890632,80.30813248302175,44558.55020394589,81.47974862224429,43917.10547857897,45136.3984375
2019-05-08,45136.3984375,1054922,0.0,61.61743309454443,69.25464078223769,44635.59663508643,79.63006284443892,44010.66793820594,44181.80078125
2019-05-09,44181.80078125,947034,0.0,50.83330886391974,60.66226284866366,44575.090521241575,40.73987431112214,43964.77102604584,44545.5
2019-05-10,44545.5,1130613,0.0,59.48298471016887,69.10371803529887,44571.14511840937,55.55693477005046,44118.67143220847,45000.0
2019-05-13,45000.0,935594,0.0,62.698395376151495,70.00920588912786,44628.32576928812,66.66496156356591,44278.95539315707,45636.3984375
2019-05-14,45636.3984375,1716913,0.0,62.992408914416565,71.93080060848777,44762.735458383046,74.46977745189643,44458.10666191668,45818.19921875
2019-05-15,45818.19921875,1693934,0.0,62.69903141737992,73.33717960309309,44903.46395976531,82.97985163459762,44563.91984484169,45136.3984375
2019-05-16,45136.3984375,2288460,0.0,50.793581504605974,60.13247303977804,44934.52189012994,51.064833523193755,44535.30109209197,44450.0
2019-05-17,44450.0,1487590,0.0,45.357449130739845,54.671275558763135,44869.91897144594,18.934599638320478,44503.470223823446,45250.0
2019-05-20,45250.0,1792130,0.0,51.41748111180425,59.18079642142486,44920.59644191982,56.382509924244786,44685.97375344212,45900.0
2019-05-21,45900.0,1016530,0.0,55.43333121383608,61.39552829010551,45051.18358299718,86.80893703155827,44832.019312444994,45250.0
2019-05-22,45250.0,1563650,0.0,49.58621000215676,54.52431702991825,45077.692438597565,56.382509924244786,44775.94802651483,45700.0
2019-05-23,45700.0,1267520,0.0,51.43491729499094,54.775842447147895,45160.66678011789,77.44695946007721,44883.56041204201,45600.0
2019-05-24,45600.0,1014750,0.0,58.52465293852054,56.349248925575274,45219.24454276884,70.9099609375,44912.12482021072,44850.0
2019-05-28,44850.0,518470,0.0,47.759494866206964,51.935952288027195,45170.01193706633,33.4099609375,44842.27474435623,44100.0
2019-05-29,44100.0,1505300,0.0,43.60973316364428,50.761740510353775,45027.34367879082,4.583369886901767,44771.1164711504,44550.0
2019-05-30,44550.0,986450,0.0,52.42089874700596,55.7870002616893,44963.69785495205,28.48627300600369,44880.75673810467,44100.0
2019-05-31,44100.0,611860,0.0,47.1037193923418,51.28880730148417,44848.538140958444,8.765007078770365,44845.57080279835,43500.0
2019-06-03,43500.0,881810,0.0,40.42927684213989,46.42793445909858,44668.73305549732,0.0,44779.32632553288,43300.0
2019-06-04,43300.0,537160,0.0,34.21352407094595,39.61641359724595,44486.23531476435,1.7241379310344827,44755.40401554864,43600.0
2019-06-05,43600.0,500100,0.0,35.2478023379726,34.92637474024346,44368.070606129106,12.068965517241379,44783.777243162986,44500.0
2019-06-06,44500.0,922740,0.0,45.88698512207413,44.54193125743609,44385.661191978565,43.103448275862064,44887.023610741264,45200.0
2019-06-07,45200.0,1304680,0.0,54.83870967741936,54.149968190199516,44494.23969971475,67.24137931034483,44956.47601819799,45100.0
2019-06-10,45100.0,1227340,0.0,48.93617021276596,43.3650942059021,44575.007739752786,63.793103448275865,44903.58477132715,45200.0
2019-06-11,45200.0,1296500,0.0,44.61538461538461,44.44854618630441,44658.34004111908,67.24137931034483,44879.13457959464,45050.0
2019-06-12,45050.0,1284520,0.0,48.333333333333336,45.389995649316134,44710.56136896987,66.66666666666666,44821.0277467598,44550.0
2019-06-13,44550.0,856270,0.0,40.49586776859504,37.25055046443717,44689.153186440555,48.148148148148145,44710.446269414046,44400.0
2019-06-14,44400.0,559800,0.0,40.16393442622951,38.6207919493652,44650.59942824848,46.93877551020408,44651.914544603285,44050.0
2019-06-17,44050.0,1013550,0.0,42.98245614035088,37.24479345994578,44570.51950448202,32.6530612244898,44565.35371643396,44050.0
2019-06-18,44050.0,763680,0.0,49.494949494949495,45.337480118171555,44501.116903884424,32.6530612244898,44538.66766535388,44650.0
2019-06-19,44650.0,530820,0.0,50.98039215686275,43.327108870463626,44520.96798336651,57.14285714285714,44600.81753219558,45400.0
2019-06-20,45400.0,1356030,0.0,62.03703703703703,51.30796145684666,44638.17225225097,87.75510204081633,44688.70852790285,45400.0
2019-06-21,45400.0,872460,0.0,69.79166666666667,58.00739251414648,44739.74928528418,87.75510204081633,44678.24183529358,45150.0
2019-06-24,45150.0,726160,0.0,69.0721649484536,57.073929735875865,44794.44938057962,75.0,44651.504035032216,46500.0
2019-06-25,46500.0,3269450,0.0,74.57627118644068,64.71758859269363,45021.85612983567,98.30508474576271,44880.3312748057,46150.0
2019-06-26,46150.0,1014470,0.0,65.42056074766356,58.55949104395001,45172.27531252425,85.71428571428571,44856.78710483161,45400.0
2019-06-27,45400.0,1221860,0.0,51.85185185185185,50.689353059173,45202.63860418769,58.92857142857143,44781.659935298514,45500.0
2019-06-28,45500.0,2479220,0.0,53.70370370370371,61.402725828908935,45242.286790296,62.5,44838.966388369816,47100.0
2019-07-01,47100.0,2551280,0.0,63.768115942028984,64.17667532443579,45489.9818849232,100.0,45117.5208699205,46900.0
2019-07-02,46900.0,1600280,0.0,63.309352517985616,62.89472222029155,45677.98430026678,84.0,45125.18475393111,46800.0
2019-07-03,46800.0,1275860,0.0,67.17557251908397,61.36887197154823,45827.58639356454,81.33333333333333,45166.91012007363,46600.0
2019-07-05,46600.0,1137770,0.0,66.66666666666666,59.46744985037512,45930.57487442261,76.0,45209.683215174926,46300.0
2019-07-08,46300.0,1303050,0.0,67.17557251908397,58.454987630783855,45979.83155783293,68.0,45253.7254531516,46750.0
2019-07-09,46750.0,992570,0.0,69.28571428571428,59.01180422438535,46082.52068345521,77.27272727272727,45422.47872606473,47050.0
2019-07-10,47050.0,1281980,0.0,67.91044776119404,60.55914881710573,46211.51792566118,84.21052631578947,45570.81489592276,47000.0
2019-07-11,47000.0,854140,0.0,63.333333333333336,55.4704037436696,46316.648868906355,81.48148148148148,45665.622909799735,47000.0
2019-07-12,47000.0,1241970,0.0,63.333333333333336,56.33467861331432,46407.762353052174,81.48148148148148,45769.873188493104,47300.0
2019-07-15,47300.0,1176060,0.0,67.76859504132231,60.63721814386777,46526.72737264522,90.9090909090909,45922.695652249575,47300.0
2019-07-16,47300.0,1160000,0.0,58.51063829787235,56.46840581189096,46629.83038962586,82.75862068965517,46020.86400972742,47050.0
2019-07-17,47050.0,1292630,0.0,59.78260869565217,55.59797621053032,46685.85300434242,74.13793103448276,46079.304363985975,46800.0
2019-07-18,46800.0,1035440,0.0,67.07317073170732,56.0371724806534,46701.07260376343,65.51724137931035,46142.897115454514,48200.0
2019-07-19,48200.0,2811560,0.0,75.0,57.06447680957438,46900.9295899283,95.83333333333334,46455.149722282804,48350.0
2019-07-22,48350.0,1755780,0.0,65.82278481012658,55.414917916876426,47094.13897793786,88.46153846153845,46563.43531486732,48800.0
2019-07-23,48800.0,948550,0.0,72.61904761904762,62.61870103480472,47321.58711421281,100.0,46717.56060621835,48600.0
2019-07-24,48600.0,1952770,0.0,70.93023255813954,60.128448422344185,47492.0421656511,76.11940298507463,46777.27474761146,48600.0
2019-07-25,48600.0,0,0.0,74.39024390243902,63.89957884056549,47639.769876897626,76.11940298507463,46875.80478126327,48600.0
2019-07-26,48600.0,0,0.0,80.26315789473685,68.81606914026545,47767.80055997794,75.75757575757575,46982.919699317055,48600.0
2019-07-29,48600.0,0,0.0,77.61194029850746,66.86799169173787,47878.76048531422,69.23076923076923,47093.224850519226,48600.0
2019-07-30,48600.0,0,0.0,75.40983606557377,63.923830087604244,47974.92575393899,69.23076923076923,47203.46153711665,48400.0
2019-07-31,48400.0,1111880,0.0,71.875,62.69460535527212,48031.60232008046,61.53846153846154,47284.111109945545,48350.0
2019-08-01,48350.0,965060,0.0,70.76923076923077,55.19301914355242,48074.05534406973,59.61538461538461,47387.618517508374,48800.0
2019-08-02,48800.0,1451900,0.0,72.05882352941177,56.15488746715742,48170.84796486043,76.92307692307693,47561.71382628503,49000.0
2019-08-05,49000.0,2322100,0.0,73.61111111111111,59.592283203393826,48281.40156954571,73.33333333333333,47694.01309389147,49000.0
2019-08-06,49000.0,0,0.0,79.1044776119403,64.82795984622095,48377.214693606285,73.33333333333333,47799.20023692816,49750.0
2019-08-07,49750.0,1246410,0.0,88.31168831168831,72.34587279653934,48560.25273445879,98.27586206896551,48023.640205337746,50300.0
2019-08-08,50300.0,2085510,0.0,85.0,71.13821572540189,48792.21903653095,90.32258064516128,48210.71040018159,51100.0
2019-08-09,51100.0,1751680,0.0,87.67123287671232,71.31641310703097,49099.923164993495,92.3076923076923,48434.560124601834,52300.0
2019-08-12,52300.0,1817920,0.0,89.77272727272728,73.21079026113254,49526.6000763277,94.11764705882352,48718.729885766035,52500.0
2019-08-13,52500.0,2237980,0.0,94.31818181818181,86.68138718631263,49923.05339948401,87.71929824561403,48862.62145655279,53200.0
2019-08-14,53200.0,2205370,0.0,95.09803921568627,88.47958029689296,50359.97961288614,91.93548387096774,49101.271929012415,53000.0
2019-08-15,53000.0,2223880,0.0,91.50943396226415,78.01152938083166,50711.98233116799,88.70967741935483,49223.93567181077,52000.0
2019-08-16,52000.0,4531020,0.0,76.98412698412699,62.72769895029639,50883.718020345594,59.210526315789465,49249.6886933471,52400.0
2019-08-19,52400.0,2849780,0.0,78.35820895522389,66.75243509919284,51085.88895096618,64.47368421052632,49503.56353423416,54000.0
2019-08-20,54000.0,2277750,0.0,84.5679012345679,72.03137647231202,51474.43709083736,84.82758620689656,49945.58839633628,53600.0
2019-08-21,53600.0,1808020,0.0,81.06508875739645,69.58976171829937,51757.845478725714,79.3103448275862,50098.92661015811,53000.0
2019-08-22,53000.0,1892640,0.0,74.4186046511628,63.57020236952334,51923.466081562285,66.66666666666666,50242.9308399148,54400.0
2019-08-23,54400.0,1868200,0.0,77.55102040816327,63.23892754003808,52253.67060402065,88.6178861788618,50699.178950148395,53700.0
2019-08-26,53700.0,1756160,0.0,72.38095238095238,59.51681783017575,52446.51452348456,77.23577235772358,50845.37175679526,52800.0
2019-08-27,52800.0,1566370,0.0,64.31924882629107,54.92830497051214,52493.64592035329,56.19047619047619,50971.98885588925,52100.0
2019-08-28,52100.0,1537860,0.0,58.33333333333333,49.216737213922436,52441.15979763951,41.17647058823529,51125.83478621512,52700.0
2019-08-29,52700.0,972940,0.0,57.54716981132076,47.9837251653937,52475.67182462091,45.45454545454545,51456.22348138643,53100.0
2019-08-30,53100.0,708360,0.0,54.08163265306123,46.02998538831275,52558.91558133813,48.717948717948715,51722.671461646016,53700.0
2019-09-03,53700.0,1360230,0.0,55.88235294117647,44.387135730828106,52711.060170493045,64.1025641025641,51993.481933426556,53200.0
2019-09-04,53200.0,1655300,0.0,50.0,37.099024323150324,52776.25214776064,51.28205128205128,52074.23989785857,52600.0
2019-09-05,52600.0,1243680,0.0,48.07692307692308,38.463176879486404,52752.751861392564,35.8974358974359,52125.84124481077,52900.0
2019-09-06,52900.0,1142710,0.0,54.63917525773196,49.22345479352141,52772.38494654022,51.515151515151516,52304.89574550266,53800.0
2019-09-09,53800.0,2507800,0.0,56.86274509803922,48.620078416363334,52909.40028700153,73.07692307692307,52557.96520165785,54000.0
2019-09-10,54000.0,1731610,0.0,50.0,47.36931977465417,53054.813582067996,80.76923076923077,52679.90317477015,54100.0
2019-09-11,54100.0,1179670,0.0,52.94117647058823,54.424454889451354,53194.1717711256,88.0,52776.47164035636,56500.0
2019-09-12,56500.0,3799910,0.0,66.99029126213591,66.66541746660583,53634.94886830886,100.0,53216.6087549755,56800.0
2019-09-13,56800.0,2123900,0.0,63.04347826086957,67.20023082431382,54056.95568586768,89.0909090909091,53328.227587645444,57700.0
2019-09-16,57700.0,1339560,0.0,71.27659574468085,74.348119751831,54542.694927751996,95.08196721311475,53547.40835373716,57600.0
2019-09-17,57600.0,1194690,0.0,77.90697674418604,75.23735581141503,54950.33560405173,91.93548387096774,53643.142795461106,56400.0
2019-09-18,56400.0,2592910,0.0,73.62637362637362,71.35426346367368,55143.62419017817,72.58064516129032,53612.00153384407,57800.0
2019-09-19,57800.0,1432730,0.0,75.75757575757575,72.02468902527191,55497.80763148775,94.82758620689656,53997.29021822041,58200.0
2019-09-20,58200.0,1396120,0.0,75.75757575757575,72.91650531602991,55858.09994728938,90.76923076923077,54240.37374467991,56500.0
2019-09-23,56500.0,2313090,0.0,62.72727272727273,64.78715602677255,55943.68662098413,64.61538461538461,54182.768356500375,56200.0
2019-09-24,56200.0,2537600,0.0,63.888888888888886,62.40669242081419,55977.86173818625,60.0,54356.065908966986,57400.0
2019-09-25,57400.0,1442410,0.0,71.05263157894737,67.20882906653708,56167.48017309475,78.46153846153847,54762.09045443806,57700.0
2019-09-26,57700.0,992640,0.0,71.05263157894737,67.14027073554132,56371.81615001545,82.53968253968253,55034.14506051298,58500.0
2019-09-27,58500.0,2510520,0.0,70.79646017699115,67.39890946287429,56655.57399668006,94.44444444444444,55384.92571911127,57700.0
2019-09-30,57700.0,2199170,0.0,65.54621848739495,59.81647621218832,56794.830797122726,70.49180327868852,55499.8800676742,58500.0
2019-10-01,58500.0,1644130,0.0,67.46031746031747,60.63618896350629,57022.1866908397,80.3921568627451,55865.06272531765,57200.0
2019-10-02,57200.0,2439020,0.0,53.04347826086957,49.40422349538904,57045.89513206107,37.83783783783784,55893.8876952753,57200.0
2019-10-03,57200.0,2804850,0.0,51.78571428571429,50.689753386945796,57066.44244778626,37.83783783783784,56103.92489146081,56800.0
2019-10-04,56800.0,1271210,0.0,45.794392523364486,45.83056975206501,57030.916788081435,27.027027027027028,56221.23490593271,55500.0
2019-10-07,55500.0,2371810,0.0,41.17647058823529,43.99401179557553,56826.79454967058,0.0,56176.1258073639,56100.0
2019-10-08,56100.0,1337220,0.0,48.67256637168142,50.97398502217817,56729.8886097145,20.930232558139537,56399.80903304872,56400.0
2019-10-09,56400.0,937530,0.0,43.13725490196078,50.02009026912907,56685.90346175257,27.906976744186046,56538.94560642,56400.0
2019-10-10,56400.0,808000,0.0,40.816326530612244,48.8071996920681,56647.78300018556,27.906976744186046,56600.697303341774,56500.0
2019-10-11,56500.0,794420,0.0,50.0,55.16199163252572,56628.07860016082,30.23255813953488,56668.270996229534,57700.0
2019-10-14,57700.0,2231030,0.0,58.241758241758234,65.17894389825673,56771.001453472716,58.139534883720934,56895.72375228783,57400.0
2019-10-15,57400.0,663910,0.0,50.0,61.119528131384484,56854.867926343024,51.162790697674424,56883.34947420501,57500.0
2019-10-16,57500.0,829050,0.0,48.75,60.839423933248135,56940.88553616395,53.48837209302325,56926.62509986657,56700.0
2019-10-17,56700.0,1621590,0.0,38.75,51.800801102776,56908.767464675424,34.883720930232556,56820.74175321769,57100.0
2019-10-18,57100.0,1447340,0.0,46.05263157894736,60.58696131267183,56934.26513605204,55.88235294117647,56891.08729723311,56500.0
2019-10-21,56500.0,1260490,0.0,36.48648648648649,53.748609300693005,56876.36311791177,38.23529411764706,56793.053435379814,56300.0
2019-10-22,56300.0,1534380,0.0,42.857142857142854,56.33547420630126,56799.5147021902,36.666666666666664,56755.14631066251,56400.0
2019-10-23,56400.0,747810,0.0,43.75,51.26436535011548,56746.24607523151,40.0,56756.68235812972,58200.0
2019-10-24,58200.0,2233890,0.0,58.97435897435897,60.60327827475795,56940.07993186731,100.0,57010.29137704577,58000.0
2019-10-25,58000.0,1355310,0.0,68.65671641791045,63.84443110606137,57081.402607618336,84.84848484848484,56974.58586010633,58100.0
2019-10-28,58100.0,1494820,0.0,66.12903225806451,64.28036840436837,57217.215593269226,77.41935483870968,57004.47441209215,57900.0
2019-10-29,57900.0,953020,0.0,62.295081967213115,58.99567900617326,57308.25351416667,70.96774193548387,57002.48893492431,57800.0
2019-10-30,57800.0,1102070,0.0,61.29032258064516,53.61704791816955,57373.81971227778,67.74193548387096,57027.823743601075,57900.0
2019-10-31,57900.0,1263390,0.0,61.29032258064516,54.844515918743696,57443.977083974074,70.96774193548387,57091.00280000982,58500.0
2019-11-01,58500.0,1732950,0.0,57.14285714285714,53.66221010226329,57584.7801394442,90.32258064516128,57223.702426675176,59900.0
2019-11-04,59900.0,5811560,0.0,68.65671641791045,67.01501126364988,57893.476120851636,87.5,57475.43099200737,59800.0
2019-11-05,59800.0,1239520,0.0,67.16417910447761,62.288476360322186,58147.679304738085,85.41666666666666,57506.04019307306,59500.0
2019-11-06,59500.0,1551610,0.0,72.58064516129032,62.26760881751494,58327.98873077301,79.16666666666666,57530.7903895522,59500.0
2019-11-07,59500.0,1438030,0.0,70.6896551724138,62.34832606964083,58484.25690000328,79.16666666666666,57616.74055983413,59600.0
2019-11-08,59600.0,1219540,0.0,79.24528301886792,67.52881415062387,58633.02264666951,81.25,57734.56404074514,60000.0
2019-11-11,60000.0,2180490,0.0,83.63636363636364,74.5585664665264,58815.28629378024,86.95652173913044,57913.89994642357,61000.0
2019-11-12,61000.0,2842650,0.0,85.9375,76.68224255887665,59106.58145460955,93.87755102040816,58197.546620233756,60500.0
2019-11-13,60500.0,1333940,0.0,72.54901960784314,70.60262962921672,59292.37059399494,78.37837837837837,58255.37373753593,58300.0
2019-11-14,58300.0,4799390,0.0,52.112676056338024,62.223111846233365,59160.05451479562,21.052631578947366,58068.82390586447,58600.0
2019-11-15,58600.0,2568040,0.0,53.42465753424657,63.55458991083779,59085.380579489545,28.947368421052634,58260.814051749214,57500.0
2019-11-18,57500.0,2794920,0.0,47.56097560975609,59.979452907768575,58873.99650222427,9.523809523809524,58226.98328929376,58300.0
2019-11-19,58300.0,1059770,0.0,52.80898876404495,63.309843827991166,58797.46363526104,28.57142857142857,58468.21885072126,56800.0
2019-11-20,56800.0,2291760,0.0,44.66019417475728,57.65620781909079,58531.135150559574,4.25531914893617,58344.51189284732,56000.0
2019-11-21,56000.0,3303950,0.0,38.095238095238095,50.26273386190539,58193.650463818296,1.8518518518518516,58310.41030713435,56000.0
2019-11-22,56000.0,1625820,0.0,28.57142857142857,43.09770093599015,57901.16373530919,8.620689655172415,58355.577821738654,56600.0
2019-11-25,56600.0,1087990,0.0,33.33333333333333,46.89479114660473,57727.67523726796,18.96551724137931,58448.834112173514,57100.0
2019-11-26,57100.0,968690,0.0,37.755102040816325,51.12060495411271,57643.98520563224,27.586206896551722,58493.600674994814,57000.0
2019-11-27,57000.0,812280,0.0,37.37373737373737,47.229395772259316,57558.120511547946,25.862068965517242,58425.0094738844,56400.0
2019-11-29,56400.0,739370,0.0,34.61538461538461,43.723192788340434,57403.70444334156,15.517241379310345,58264.95265514426,54600.0
2019-12-02,54600.0,1992380,0.0,27.11864406779661,36.26520528001182,57029.87718422935,0.0,57905.90341223614,54500.0
2019-12-03,54500.0,1619120,0.0,20.18348623853211,27.093142306813007,56692.560226332105,15.0,57770.28295727132,55400.0
2019-12-04,55400.0,932130,0.0,27.43362831858407,30.99980276358039,56520.21886282116,27.27272727272727,57745.02300741293,54900.0
2019-12-05,54900.0,1144000,0.0,32.29166666666667,36.24522069958054,56304.189681111675,29.09090909090909,57495.24216198009,55000.0
2019-12-06,55000.0,556160,0.0,30.851063829787236,29.796825051072645,56130.29772363012,30.909090909090907,57328.54320704941,55300.0
2019-12-09,55300.0,700960,0.0,37.2093023255814,36.93128944734936,56019.59136047944,40.0,57191.51522388728,55500.0
2019-12-10,55500.0,797100,0.0,32.5,35.87716963598969,55950.31251241552,44.89795918367347,57032.59097181342,56500.0
2019-12-11,56500.0,877960,0.0,48.0,44.08853076518963,56023.60417742679,78.04878048780488,57004.689953349414,57000.0
2019-12-12,57000.0,942410,0.0,56.944444444444436,57.674395913418216,56153.79028710322,90.2439024390244,56920.78684845838,57100.0
2019-12-13,57100.0,1681700,0.0,57.53424657534246,57.91752771261394,56279.95158215613,90.47619047619048,56802.793046441715,56500.0
2019-12-16,56500.0,968130,0.0,49.31506849315068,50.91653674505603,56309.29137120198,76.19047619047619,56601.30952913838,55400.0
2019-12-17,55400.0,2211360,0.0,39.24050632911393,40.84170225385459,56188.052521708385,50.0,56339.69048080882,55500.0
2019-12-18,55500.0,1022490,0.0,40.50632911392405,46.66834021355389,56096.3121854806,52.38095238095239,56266.231750034305,55800.0
2019-12-19,55800.0,817820,0.0,46.05263157894736,51.50402013323195,56056.80389408319,59.523809523809526,56225.12307225196,56500.0
2019-12-20,56500.0,777100,0.0,64.61538461538461,60.789928326835465,56115.89670820544,76.19047619047619,56263.99555150726,56100.0
2019-12-23,56100.0,766000,0.0,61.76470588235294,64.21868670133648,56113.77714711138,60.0,56158.962811306286,56400.0
2019-12-24,56400.0,692100,0.0,58.064516129032256,63.6582379204621,56151.940194163195,60.71428571428571,56175.323325354344,57400.0
2019-12-26,57400.0,1124500,0.0,68.65671641791045,71.79045341484463,56318.34816827477,79.41176470588235,56311.835770862665,57600.0
2019-12-27,57600.0,1004860,0.0,69.11764705882354,72.73243191453716,56489.23507917147,84.84848484848484,56343.36877919208,58600.0
2019-12-30,58600.0,2881060,0.0,72.0,76.4843058880613,56770.67040194861,92.6829268292683,56514.530719744245,58300.0
2019-12-31,58300.0,689030,0.0,68.42105263157895,72.09175802330788,56974.58101502214,84.61538461538461,56507.704401556126,58600.0
2020-01-02,58600.0,896720,0.0,65.21739130434783,72.18785312966118,57191.30354635252,90.0,56605.62159245976,57600.0
2020-01-03,57600.0,2047880,0.0,54.054054054054056,62.16086424112907,57245.796406838854,63.41463414634146,56513.76093568735,57000.0
2020-01-06,57000.0,1091660,0.0,49.36708860759494,54.419725720224456,57213.02355259367,48.78048780487805,56488.315033151266,58100.0
2020-01-07,58100.0,837240,0.0,59.523809523809526,59.80092002144524,57331.287078914516,75.60975609756098,56719.65080650887,56800.0
2020-01-08,56800.0,1814290,0.0,58.13953488372093,61.03069870042535,57260.44880172592,43.90243902439025,56597.252921196574,57600.0
2020-01-09,57600.0,967050,0.0,61.29032258064516,60.98217189711826,57305.72229482913,59.45945945945946,56804.73030948147,57500.0
2020-01-10,57500.0,1018650,0.0,59.34065934065934,55.3886594898986,57331.62598885191,51.515151515151516,56874.98849043951,57100.0
2020-01-13,57100.0,786760,0.0,53.409090909090914,50.74560837716421,57300.74252367166,35.483870967741936,56899.26780282534,57000.0
2020-01-14,57000.0,721680,0.0,55.294117647058826,50.84886278186119,57260.64352051544,30.0,56970.53209578197,57000.0
2020-01-15,57000.0,940870,0.0,53.65853658536585,51.588826446019056,57225.89105111339,8.695652173913043,57051.90559412216,58000.0
2020-01-16,58000.0,1942970,0.0,53.65853658536585,53.841716946819034,57329.105577631606,52.17391304347826,57268.651514905876,57600.0
2020-01-17,57600.0,1388810,0.0,50.0,47.143238903744695,57365.224833947395,34.78260869565217,57260.831312918424,55500.0
2020-01-21,55500.0,4351820,0.0,33.684210526315795,28.840487616152046,57116.52818942108,0.0,56985.387137862635,56500.0
2020-01-22,56500.0,3165650,0.0,41.17647058823529,39.80803263569675,57034.324430831606,40.909090909090914,57163.05774170317,56500.0
2020-01-23,56500.0,0,0.0,39.39393939393939,37.1782036922404,56963.08117338739,40.909090909090914,57157.76115392053,56500.0
2020-01-24,56500.0,0,0.0,43.82022471910113,41.25988282053429,56901.337016935744,51.42857142857142,57142.781888953345,56500.0
2020-01-27,56500.0,0,0.0,46.98795180722891,43.78246674573572,56847.825414677645,51.42857142857142,57125.0776370929,56500.0
2020-01-28,56500.0,0,0.0,38.888888888888886,40.98625232705942,56801.44869272063,51.42857142857142,57094.62284103607,56500.0
2020-01-29,56500.0,0,0.0,47.45762711864407,45.876806542494585,56761.25553369122,51.42857142857142,57065.39535112015,54700.0
2020-01-30,54700.0,2638460,0.0,28.985507246376812,35.80492597788097,56486.421462532395,18.6046511627907,56759.6759709708,52000.0
2020-01-31,52000.0,4118150,0.0,21.05263157894737,30.688577414137058,55888.231934194744,0.0,56314.27473039693,51500.0
2020-02-03,51500.0,3602970,0.0,20.83333333333333,27.297818391053084,55303.13434296878,27.173913043478258,56181.59365523289,51800.0
2020-02-04,51800.0,1651440,0.0,23.469387755102034,32.942687234968986,54836.049763906274,30.434782608695656,56129.38116786851,52000.0
2020-02-05,52000.0,1648620,0.0,25.0,34.581980114836085,54457.90979538544,32.608695652173914,56023.18590104161,53600.0
2020-02-06,53600.0,1708550,0.0,29.245283018867923,33.50284474743056,54343.52182266738,50.54945054945055,56086.59444756939,53300.0
2020-02-07,53300.0,1218660,0.0,29.52380952380952,33.893750910780696,54204.385579645066,47.77777777777778,55835.65963233791,52600.0
