Date,Open,High,Low,Close,Volume,Capital Gains,RSI,MFI,EMA,SO,MACD,Next Day Price
2019-04-15,94.29996864408751,94.3713150024414,94.29104779756372,94.3713150024414,1026300,0.0,39.29008567931435,54.4110064100024,94.38079020822735,21.48271227230942,94.33148390206547,94.21074676513672
2019-04-16,94.2731790636712,94.29994159556614,94.21074676513672,94.21074676513672,898300,0.0,33.16732872825439,49.570308460191825,94.3581177491486,0.0,94.31934289931395,94.27315521240234
2019-04-17,94.2642411753028,94.32667345804182,94.23748545478732,94.27315521240234,686000,0.0,36.54053326151303,53.12517603100117,94.34678941091578,14.312211500358682,94.33594981510693,94.29102325439452
2019-04-18,94.24642583799606,94.38021128258109,94.24642583799606,94.29102325439452,499500,0.0,39.20430085997064,56.68865722728587,94.3393539233796,21.430370065432054,94.34104337945931,94.2285614013672
2019-04-22,94.29991452338216,94.29991452338216,94.2285614013672,94.2285614013672,514500,0.0,47.85560219725151,62.28094607393745,94.32458158711128,4.755741693863583,94.33368108545385,94.25533294677734
2019-04-23,94.23749806558318,94.3088443949692,94.23749806558318,94.25533294677734,624700,0.0,46.32328429368359,61.05817229519151,94.31534843506677,11.902592916024245,94.33893087888447,94.3891372680664
2019-04-24,94.38021642337873,94.4337278822833,94.36238153861412,94.3891372680664,971900,0.0,54.929670793048736,69.21929937791711,94.32518694613339,47.622591985366,94.35973382790947,94.39804077148438
2019-04-25,94.40696161517631,94.451559029026,94.34452931855272,94.39804077148438,530100,0.0,52.23872022061599,69.06042320601189,94.33490078951353,49.99944447219014,94.36086161454573,94.5853500366211
2019-04-26,94.57642919240377,94.59426407622804,94.52291773632052,94.5853500366211,614100,0.0,55.24456700543783,68.8021319613093,94.36829402246121,97.67571388587804,94.38818833467744,94.49617004394533
2019-04-29,94.53184662180716,94.55860235405066,94.44265857945828,94.49617004394533,686200,0.0,54.86061196485839,67.89760281910009,94.38534415865911,74.42252815040254,94.37439669879672,94.53179931640624
2019-04-30,94.48720871985148,94.5496409987146,94.45153215984284,94.53179931640624,732600,0.0,54.22376973632727,57.500196461196744,94.4048715130254,83.71266224096642,94.38089792719231,94.59622192382812
2019-05-01,94.5515139876796,94.81080501009968,94.47104788838028,94.59622192382812,928800,0.0,51.208722061345355,57.962028767213994,94.43038490113244,64.23962372439307,94.39089026496124,94.47103881835938
2019-05-02,94.53362583007444,94.57832694045791,94.4263308865032,94.47103881835938,815500,0.0,49.34234133907522,62.51425706405145,94.43580542342937,43.37779797338185,94.37281854562566,94.64090728759766
2019-05-03,94.56044120169013,94.66772931623348,94.54255530161812,94.64090728759766,1620300,0.0,64.02236600167028,73.87520034744307,94.46315233865181,71.68646145133557,94.40170851797784,94.67668914794922
2019-05-06,94.71245413299827,94.75716206967796,94.67668914794922,94.67668914794922,431600,0.0,62.93782242736993,72.40890934601407,94.4916239132248,77.64952597914167,94.4109727081074,94.7481918334961
2019-05-07,94.75713478255142,94.8197217829958,94.73924888444076,94.7481918334961,522800,0.0,74.62870248650655,80.20371568856459,94.52583296926097,87.90007725100818,94.4291380610292,94.69456481933594
2019-05-08,94.8376179226017,94.86443995312196,94.65879983815132,94.69456481933594,2057800,0.0,69.46800036655753,64.71330813326449,94.54833054927097,73.28497189954942,94.43135311948542,94.7303237915039
2019-05-09,94.75715264372695,94.82867578523692,94.65880064999394,94.7303237915039,424300,0.0,69.96449523598379,64.48867756783756,94.57259631490203,78.90852565353107,94.44992589772723,94.82866668701172
2019-05-10,94.8107876087178,94.90913959301454,94.74820060248096,94.82866668701172,765200,0.0,76.41109671007162,69.63107307728501,94.60673903118332,88.01847373693715,94.48052621687303,94.953857421875
2019-05-13,94.9091563075318,94.99856535769143,94.89127040461592,94.953857421875,777100,0.0,78.29168958463438,70.03348191796032,94.65302148327555,93.16430087318922,94.51752655192418,95.00749206542967
2019-05-14,94.9449050588713,95.00749206542967,94.93596210894236,95.00749206542967,483900,0.0,76.78402654311641,68.76127260157875,94.70028422756276,100.0,94.54551502114842,95.11476135253906
2019-05-15,95.0968822776921,95.13264724885676,95.01640938720392,95.11476135253906,481400,0.0,78.60701365457999,68.637225372299,94.75554784422627,97.46772165123079,94.58413896335631,95.06116485595705
2019-05-16,95.09692984501127,95.09692984501127,95.02539986690276,95.06116485595705,672400,0.0,71.26094308233706,62.888075279370995,94.79629677912372,89.8795501973762,94.59961546173038,95.025390625
2019-05-17,95.0969205961517,95.0969205961517,94.9538606538483,95.025390625,617600,0.0,74.83245983331868,63.24871704848809,94.82684262524056,84.81464828319147,94.6204720881478,94.9091339111328
2019-05-20,94.98959999084634,95.01642201741753,94.88231188456164,94.9091339111328,753500,0.0,66.46010277163887,56.67927634854292,94.83781479669287,68.3550672705394,94.63075953741637,94.91809844970705
2019-05-21,94.93597753099722,94.9627995636691,94.88233346565346,94.91809844970705,473000,0.0,64.75480355606545,54.876478813020235,94.84851928376142,69.62426320766534,94.66018664032683,95.01641845703124
2019-05-22,94.9538314568865,95.0432473040688,94.9448953293454,95.01641845703124,447200,0.0,75.63142721913758,61.03152382372212,94.8709058401974,80.30327436776268,94.70341030536494,95.2042007446289
2019-05-23,95.03431879493574,95.27572388318228,95.03431879493574,95.2042007446289,519000,0.0,76.03495211362895,56.50492957781846,94.91534516078826,88.4064919937129,94.75887447378321,95.23995971679688
2019-05-24,95.2220806373739,95.25784561769234,95.1952586075032,95.23995971679688,433100,0.0,76.03444506350829,56.522937118400456,94.95862710158941,94.20282501979464,94.79110412276897,95.2578582763672
2019-05-28,95.2578582763672,95.30255939160112,95.222093291296,95.2578582763672,587100,0.0,74.78499610432942,56.830802124085906,94.9985245915598,93.05624048693733,94.82137935360436,95.33832550048828
2019-05-29,95.31150346673708,95.4813854424594,95.29362438472742,95.33832550048828,1191600,0.0,80.5095347945871,76.32473772609694,95.04383137941693,82.60848689624618,94.8625121096784,95.49922943115234
2019-05-30,95.4455853833626,95.53499440350248,95.3382904663122,95.49922943115234,1352300,0.0,82.57631589154725,78.6401347903674,95.10455111964832,95.45433984053992,94.9168176188746,95.67807006835938
2019-05-31,95.63336214018248,95.71383504660646,95.5081881270537,95.67807006835938,868500,0.0,83.6888832404357,78.88395122014902,95.18102031280979,95.69885964942495,94.97460442245556,95.92185974121094
2019-06-03,95.76052574225714,95.98460036090326,95.76052574225714,95.92185974121094,872700,0.0,85.0914360943007,79.10886628862362,95.27979890326328,94.30814881594787,95.04315622262635,95.7964096069336
2019-06-04,95.95774365827258,96.02048429833678,95.7964096069336,95.7964096069336,977000,0.0,77.18394279555163,70.54181667548107,95.34868033041933,80.31276380526845,95.05839084185642,95.83221435546876
2019-06-05,95.83221435546876,95.92184281947274,95.79636160222444,95.83221435546876,1683600,0.0,76.00205720353014,73.65851559154432,95.41315153375926,83.45857441373433,95.10089600415182,95.87705993652344
2019-06-06,95.912912700212,95.94876546390056,95.79638950867032,95.87705993652344,742100,0.0,79.75857213617323,79.64338634919572,95.47500598746116,87.39871393143073,95.14675000952678,96.07423400878906
2019-06-07,96.0025284908973,96.07423400878906,95.92185807371544,96.07423400878906,721700,0.0,84.22543767053652,85.12300901681986,95.55490305697155,100.0,95.21785633472004,95.82328033447266
2019-06-10,96.0294251695749,96.0294251695749,95.81431543435924,95.82328033447266,832900,0.0,77.41966488322193,84.48908232015822,95.5906866939717,78.94508264454619,95.22534765958534,95.80535125732422
2019-06-11,95.8591269819802,95.90394464467036,95.80535125732422,95.80535125732422,802700,0.0,76.47064179253938,78.23598759341391,95.61930863575205,76.19113235390988,95.27269381528212,95.95770263671876
2019-06-12,95.89496202347593,95.98459049407798,95.8770390646411,95.95770263671876,423600,0.0,77.2055321325881,78.20104671846788,95.66442783588094,88.7941468190949,95.34653099933365,96.0473403930664
2019-06-13,96.0294105955607,96.09215121040232,95.9845929400106,96.0473403930664,1828400,0.0,75.83456453030615,80.3585683085184,95.71548284350568,95.00376999530734,95.4098407422624,95.97563934326172
2019-06-14,96.01149210172646,96.06526782031634,95.93978658479698,95.97563934326172,715400,0.0,72.05608545483656,75.5000999465814,95.7501703768065,86.60872286982023,95.44907980347068,95.93980407714844
2019-06-17,95.9577270405414,95.97565684215007,95.9039513121468,95.93980407714844,626100,0.0,70.22756691680294,70.98094259488867,95.77545487018541,80.92147585334747,95.49448905639987,96.0832061767578
2019-06-18,96.10113597797049,96.12802384157392,95.94876685874064,96.0832061767578,732200,0.0,71.29911210977528,69.98608226658116,95.81648837772839,94.324962548117,95.56603171698967,96.35208129882812
2019-06-19,96.05630117553004,96.35208129882812,96.02941331672376,96.35208129882812,920600,0.0,72.96823055143479,68.992494635322,95.88790076720835,100.0,95.65388533429662,96.49547576904295
2019-06-20,96.53132168248976,96.60302718580968,96.44169322244645,96.49547576904295,475500,0.0,72.44209282742824,68.02063327691893,95.96891076745297,87.2342750757532,95.7204068260939,96.21763610839844
2019-06-21,96.3431173428657,96.35208224196032,96.2086712093038,96.21763610839844,1067400,0.0,57.971574739681984,59.99877616369387,96.0020741462457,52.22418245509335,95.72180475902667,96.33416748046876
2019-06-24,96.2803849195382,96.35209044196894,96.262461958038,96.33416748046876,336700,0.0,64.56331742391421,66.04727151935795,96.04635325747545,66.67023971123666,95.78321745412711,96.31621551513672
2019-06-25,96.37895612327112,96.4058439784411,96.28036276217227,96.31621551513672,616100,0.0,63.23548434207478,57.02342569307808,96.08233489183029,64.44355640687385,95.82224001104508,96.18180084228516
2019-06-26,96.34313486425746,96.34313486425746,96.18180084228516,96.18180084228516,597100,0.0,57.94427096799857,50.86093008820395,96.09559701855761,47.19329887209941,95.84254824174334,96.4148406982422
2019-06-27,96.29832434131126,96.42380559899554,96.2624715765135,96.4148406982422,589100,0.0,58.716262651505986,50.25452038074774,96.13816284251556,76.40815262850094,95.91486397510607,96.4417495727539
2019-06-28,96.42382660555823,96.52242002067736,96.42382660555823,96.4417495727539,1062700,0.0,67.87676972610595,59.03389679832391,96.17864107321401,79.78156199824288,95.95466478760765,96.40037536621094
2019-07-01,96.427329355959,96.47225724222776,96.29255255218568,96.40037536621094,1051900,0.0,66.9690996201094,57.67474050055112,96.2082056456136,72.08606949759117,95.98521082960531,96.5890655517578
2019-07-02,96.45428874044636,96.61601954301344,96.43632169795374,96.5890655517578,4826800,0.0,67.63981139636553,69.77549684261449,96.25898696643283,96.21468981661583,96.04993779508176,96.6519775390625
2019-07-03,96.6429905887136,96.7058855310868,96.61603659270143,96.6519775390625,1073100,0.0,67.14921904415678,68.24121785341379,96.31138570945012,93.27775386669965,96.09427579166011,96.52617645263672
2019-07-05,96.47226846686834,96.5531304455209,96.3734325896038,96.52617645263672,1448200,0.0,65.14986101430168,64.98043155765765,96.34002447520834,77.59054618125322,96.11144680379478,96.4542999267578
2019-07-08,96.59806370350532,96.61603074808166,96.4542999267578,96.4542999267578,698000,0.0,63.88269007485191,64.66321586457046,96.3552612020816,66.77065121780808,96.13862709269418,96.39136505126952
2019-07-09,96.49918783915696,96.49918783915696,96.39136505126952,96.39136505126952,646000,0.0,58.69255501848642,60.28096098047386,96.36007504864,53.50577996563584,96.16627066827577,96.55315399169922
2019-07-10,96.52619999224184,96.56214094319684,96.4453311388342,96.55315399169922,1000200,0.0,56.03655603655593,60.49193613873796,96.38581890771457,70.85746967025169,96.2236437068104,96.33747100830078
2019-07-11,96.51716882571984,96.54412281282949,96.31051702119116,96.33747100830078,1404500,0.0,45.453747201124465,54.175690282973136,96.37937252112607,29.703246315318555,96.21899872921809,96.44530487060548
2019-07-12,96.3644428942572,96.47226571775516,96.3644428942572,96.44530487060548,561200,0.0,57.26104327767706,59.417234993463715,96.38816350105667,50.27890223674415,96.26235572916781,96.5172119140625
2019-07-15,96.45431696438428,96.53518581684791,96.45431696438428,96.5172119140625,3437500,0.0,56.008876065678244,66.03871447757064,96.40536995612412,63.999402948458616,96.29673065019495,96.43631744384766
2019-07-16,96.4273304954811,96.46327143391424,96.39138955704796,96.43631744384766,950500,0.0,53.786173324097525,64.89582192357284,96.4094962878206,48.56402161728225,96.30625933948292,96.6519775390625
2019-07-17,96.55314165032824,96.6609644894114,96.50822060865286,96.6519775390625,889300,0.0,64.09990070331315,68.45491448914552,96.44182712131953,87.84251341927597,96.36055060350944,96.768798828125
2019-07-18,96.64300891951932,96.768798828125,96.6250418704482,96.768798828125,1029100,0.0,61.410006689489066,69.15105284385062,96.4854233488936,100.0,96.39729324924457,96.77779388427734
2019-07-19,96.71489892470773,96.82272179327126,96.67895796851988,96.77779388427734,754200,0.0,60.959115428252744,68.67362204951957,96.52440608694477,91.52574206268206,96.41728485274157,96.7507781982422
2019-07-22,96.75976514531872,96.79570607859272,96.7238242120447,96.7507781982422,747500,0.0,61.535408943408335,69.73572946908767,96.55458903511776,85.9541341762813,96.43286875381865,96.77779388427734
2019-07-23,96.73287283031988,96.7867808370834,96.69693187413203,96.77779388427734,994800,0.0,56.953165844965966,62.32245221633708,96.58434968167236,91.22852588595428,96.45572162776017,96.84959411621094
2019-07-24,96.80466624510802,96.87654809686042,96.78669920968528,96.84959411621094,864800,0.0,57.233255886689605,61.81710696014226,96.61971560627751,95.23807405492518,96.48371856478501,96.79572296142578
2019-07-25,96.8406439945792,96.8406439945792,96.72384108234034,96.79572296142578,994900,0.0,60.414455842471405,63.67383034170105,96.64318325363062,85.72072472539223,96.49294426035844,96.74182891845705
2019-07-26,96.77776986572496,96.78675681630062,96.7058879711891,96.74182891845705,610100,0.0,61.26579099980407,64.04311953737171,96.65633600894081,76.19933176918164,96.50359234087699,96.74182891845705
2019-07-29,96.77776986572496,96.7957437668763,96.71487492176476,96.74182891845705,450900,0.0,64.44401121913944,67.9596371964947,96.66773506354298,76.19933176918164,96.52364583873052,96.7328109741211
2019-07-30,96.76874505229428,96.78671894641296,96.69687004091584,96.7328109741211,807000,0.0,58.471113029714594,61.963364513398744,96.67641185162006,74.6061428571967,96.54145477508365,96.79572296142578
2019-07-31,96.78673601278176,96.91252587366463,96.6250052123562,96.79572296142578,1245100,0.0,75.24418741489245,71.32474923767047,96.69231999959416,78.68882694274966,96.57131725326721,97.10466766357422
2019-08-01,96.88850113608086,97.25779220603329,96.82545227923656,97.10466766357422,1245800,0.0,79.73452788902242,72.6435724791534,96.74729968812484,82.32639955124826,96.63807655008772,97.08663177490234
2019-08-02,97.17670056563048,97.18570950624576,97.05060288424944,97.08663177490234,2105300,0.0,76.98983835388638,54.58981097467798,96.79254396636185,80.24470131394516,96.65569679486606,97.3118133544922
2019-08-05,97.21273561686998,97.32982436505591,97.15869571337012,97.3118133544922,1601000,0.0,86.50438677414738,63.28099073916674,96.86177988477922,97.80782275843495,96.71340177265944,97.32083129882812
2019-08-06,97.30281341478889,97.32983336903844,97.23075562225054,97.32083129882812,881500,0.0,83.69461611782528,63.27707451481612,96.92298673998576,98.7227992915764,96.7395969075003,97.26678466796876
2019-08-07,97.37487135694234,97.41990919530032,97.23075577164424,97.26678466796876,3576500,0.0,76.78067353771617,47.59836516534005,96.96882646371684,80.73672662144398,96.75814850082996,97.32986450195312
2019-08-08,97.1317089449933,97.3839112995495,97.1136979270022,97.32986450195312,649200,0.0,78.0571215869364,47.28209726556848,97.01696486881501,88.67225535671705,96.79584327218471,97.21273040771484
2019-08-09,97.34783703103348,97.36584804063207,97.10464373469826,97.21273040771484,1580100,0.0,71.50712179874277,45.032898102548884,97.04306694066833,73.93662731212648,96.80761497590805,97.3118133544922
2019-08-12,97.25777345099232,97.38387114036446,97.20372667568375,97.3118133544922,536900,0.0,73.29889289066804,43.58009024534583,97.07889979584485,86.40139650480056,96.8531209936806,97.13166809082033
2019-08-13,97.30280361290706,97.31181255401916,97.07762818776496,97.13166809082033,839000,0.0,61.24370483906353,38.602152618469994,97.08593556850825,63.73887781862375,96.85608659031583,97.14971160888672
2019-08-14,97.27580933049624,97.30282928915392,97.14971160888672,97.14971160888672,864700,0.0,64.5251571539486,43.98029108087691,97.09443904055871,66.00877688235262,96.88965637309929,97.46493530273438
2019-08-15,97.32982866620549,97.4739442443187,97.21273991284522,97.46493530273438,1779800,0.0,74.43148131917962,50.95229783452638,97.14383854218212,98.93879993201625,96.96736989597912,97.39289855957033
2019-08-16,97.3838964878497,97.455947420667,97.27580978090802,97.39289855957033,775500,0.0,70.97649586305597,47.62020747143702,97.17704654450056,90.45329738685466,96.98678924954312,97.37490844726562
2019-08-19,97.40192841184864,97.41994630277864,97.36589950180064,97.37490844726562,765900,0.0,70.5685111957264,47.71260123029175,97.2034281315359,88.33416849451079,97.01720012327893,97.4559555053711
2019-08-20,97.473973393928,97.5009933549523,97.4289355443468,97.4559555053711,508800,0.0,70.90653446976323,45.5600847652792,97.23709844804725,93.3330701566166,97.06369197892562,97.4559555053711
2019-08-21,97.41092452760093,97.51900437169816,97.40191558332248,97.4559555053711,687900,0.0,63.829518832222334,43.80223595802638,97.26627938902377,86.53956744021475,97.09600107700057,97.40192413330078
2019-08-22,97.42894409669692,97.50100191362768,97.32986631637,97.40192413330078,1080700,0.0,62.07035539874316,46.56999735882778,97.28436535492737,73.47382059583506,97.11938564697606,97.56402587890624
2019-08-23,97.41991715364506,97.5910458354046,97.3838882543773,97.56402587890624,2255500,0.0,60.145470169407616,48.67025626048076,97.32165342479122,94.73723651249928,97.17235295703422,97.35685729980467
2019-08-26,97.50998183315532,97.56402174386167,97.35685729980467,97.35685729980467,1127700,0.0,51.249920589542775,42.78907441455492,97.32634727479302,54.386348681902106,97.16687532206068,97.51901245117188
2019-08-27,97.47398146967087,97.56405030448448,97.44696150640796,97.51901245117188,1151200,0.0,58.140370921196094,57.77745967512102,97.35203596497686,85.96982698902397,97.21619050450853,97.5460205078125
2019-08-28,97.6000604239352,97.63608932528707,97.5099916064606,97.5460205078125,2083500,0.0,57.14249700001009,61.56486574110216,97.3779005706883,83.87196325348476,97.24215630009472,97.58202362060548
2019-08-29,97.6270614565171,97.6270614565171,97.5369926565028,97.58202362060548,899800,0.0,62.893979754928445,70.14139151012449,97.40511697734392,90.31880626081168,97.2694420729022,97.72615814208984
2019-08-30,97.58204253668326,97.753178100151,97.56403152191258,97.72615814208984,1070500,0.0,64.02572247617537,71.15030736181654,97.44792246597672,96.00030174443725,97.31224147267625,97.80290985107422
2019-09-03,97.7216515077725,97.83902696653124,97.6584482778816,97.80290985107422,1470400,0.0,74.43197280800626,77.32603002413093,97.49525411732304,94.76043656122297,97.34636291214976,97.93834686279295
2019-09-04,97.85708163122848,97.97446397808436,97.83902651790046,97.93834686279295,1719200,0.0,76.44494474007345,78.45348533934236,97.55433315005236,95.25850410409899,97.39171687320803,97.7035675048828
2019-09-05,97.820942937211,97.820942937211,97.69453650589332,97.7035675048828,1032200,0.0,58.458268431982965,71.27441220437221,97.57423106402975,61.22595780624982,97.38139190609398,97.71263122558594
2019-09-06,97.78486546442387,97.78486546442387,97.6494279887618,97.71263122558594,546200,0.0,61.86241097813592,75.5950299019999,97.59268441890391,59.3804371238244,97.4094759320927,97.78485870361328
2019-09-09,97.7667967008345,97.79388281636696,97.73067958391266,97.78485870361328,903500,0.0,64.62114491893922,80.42334064182549,97.61830765686517,70.58548522084187,97.44657526151512,97.40560913085938
2019-09-10,97.64036689040364,97.64036689040364,97.40560913085938,97.40560913085938,1052900,0.0,48.51932129763011,74.89032197740546,97.58994785339773,11.750401682800065,97.41487516520439,97.48690032958984
2019-09-11,97.46883832631563,97.5230174475024,97.45078321167728,97.48690032958984,3369700,0.0,50.86855224161855,78.2940573954404,97.57620818355669,24.36155489646028,97.45200418065272,97.48690032958984
2019-09-12,97.70359614842928,97.70359614842928,97.46883832631563,97.48690032958984,959200,0.0,52.45969700984939,83.65277126718782,97.56430046969444,21.055962371941845,97.47364960762769,97.24310302734376
2019-09-13,97.45980571592504,97.48689182983888,97.24310302734376,97.24310302734376,561200,0.0,41.13015460656798,78.99216856020281,97.52147414404769,0.0,97.45511097436999,97.45075225830078
2019-09-16,97.42366615062872,97.48686936474142,97.38754904418808,97.45075225830078,540300,0.0,52.59443210037945,84.76629118644074,97.51204455928143,28.392168155374755,97.50311337698574,97.48690032958984
2019-09-17,97.41466609376474,97.51398644586529,97.36049386121384,97.48690032958984,528800,0.0,49.04629189042212,84.2001503366809,97.50869199532255,33.3347442188709,97.52053745869662,97.52300262451172
2019-09-18,97.52300262451172,97.65844007393903,97.45979939993028,97.52300262451172,629200,0.0,49.32005751452511,82.69744420551318,97.51060007921444,38.27106121601396,97.53545466879359,97.49593353271484
2019-09-19,97.57719188337602,97.62234000394513,97.4327302970997,97.49593353271484,773500,0.0,47.443426406749374,77.4546964226318,97.50864453968117,34.569866645882186,97.53873086879754,97.56815338134766
2019-09-20,97.55912926883636,97.6855357303496,97.51398115173782,97.56815338134766,692800,0.0,45.09845687778085,76.87711883091174,97.51657905190336,44.44458699561933,97.55400351036346,97.60425567626952
2019-09-23,97.70357600789627,97.79386533974754,97.59522467649408,97.60425567626952,1883000,0.0,43.678010216964196,77.50317012033356,97.52826926848552,49.38090399276044,97.5603673428521,97.7035675048828
2019-09-24,97.67648139654814,97.73065361321748,97.6223091798788,97.7035675048828,2708100,0.0,42.35252016680155,78.87384693912202,97.55164236667183,79.68720569073007,97.57258986852521,97.5410614013672
2019-09-25,97.65844374331093,97.68552985648714,97.5049442875872,97.5410614013672,1013900,0.0,44.4451398885906,78.97154542589502,97.55023157129787,54.09755041154738,97.5449583258135,97.6404037475586
2019-09-26,97.63137274491947,97.68555187211749,97.59525562299967,97.6404037475586,602600,0.0,47.674607112503985,79.04417679968677,97.56225452813263,72.13422281152324,97.55695253237576,97.74871826171876
2019-09-27,97.6403669368082,97.75774237231909,97.60424982850468,97.74871826171876,840400,0.0,48.8628671016438,78.96141824086655,97.58711635927745,91.80280185989233,97.56837765343877,97.78485870361328
2019-09-30,97.64039023592588,97.78485870361328,97.63135923453652,97.78485870361328,1251600,0.0,65.218749043261,85.65225567968,97.6134820051889,98.36469636149388,97.57183710918333,97.8319091796875
2019-10-01,97.71424908235304,97.9133714819502,97.6780443819408,97.8319091796875,2761300,0.0,64.23592965931586,85.10704659004493,97.64260562845539,87.84631714310251,97.57966734304135,97.93146514892578
2019-10-02,97.88621445483273,97.976722748359,97.85906265730884,97.93146514892578,1736000,0.0,66.95117410226086,85.81223300190011,97.68112023118478,93.83091837136232,97.59808443052462,98.01295471191406
2019-10-03,97.96769709989115,98.13061483569471,97.94959819828723,98.01295471191406,1663000,0.0,83.50088312240355,89.87640774613214,97.72536482861535,84.72186478754654,97.61888801178507,98.09439849853516
2019-10-04,98.01294309296055,98.103451400935,98.00389019056072,98.09439849853516,871700,0.0,81.46501566462953,90.06580887707283,97.774569317938,95.29731842663143,97.64308077320474,97.94051361083984
2019-10-07,97.97671830767746,98.0853323981903,97.94051361083984,97.94051361083984,1231200,0.0,69.8860139673036,83.82895733680587,97.79669522365825,72.76036158680594,97.63534569907534,97.9676742553711
2019-10-08,98.0400836555862,98.05818255296973,97.91337065788,97.9676742553711,892400,0.0,69.64805825242817,84.05671173667048,97.81949242788663,76.65221518567343,97.65811761683128,98.0038833618164
2019-10-09,98.01293626358544,98.02198916535448,97.9043221583794,98.0038833618164,636700,0.0,72.26420899156065,88.04893243934266,97.84407788574394,79.74469562909174,97.68395257291311,97.84095764160156
2019-10-10,98.01292823442152,98.01292823442152,97.84095764160156,97.84095764160156,2306900,0.0,61.07665714622094,77.67922127987718,97.84366185319162,53.704518301319396,97.68097007901305,97.7504653930664
2019-10-11,97.74141249055296,97.80476899746444,97.65995708395592,97.7504653930664,679900,0.0,55.68543219252934,72.74504276611708,97.83123565850825,39.24127581549838,97.68976601878856,97.7957000732422
2019-10-14,97.83189786412716,97.85000366490938,97.77759427245998,97.7957000732422,438800,0.0,53.73990386997795,69.09849971540888,97.82649758047279,46.47106796611467,97.71723593444345,97.7504653930664
2019-10-15,97.85907950720382,97.89528421191628,97.7233135908674,97.7504653930664,794500,0.0,59.39470279373131,69.99600782231192,97.81635995548527,28.99170620141094,97.73035518859444,97.7866439819336
2019-10-16,97.81379577688118,97.86809936677638,97.7504392868903,97.7866439819336,1093500,0.0,56.955108201860504,70.85349583334609,97.81239782567839,34.65164874895743,97.75449919313195,97.8228530883789
2019-10-17,97.81380018787496,97.88620958122692,97.79570129220689,97.8228530883789,1612700,0.0,53.78544103095437,72.1073159716018,97.81379186070512,38.355874906190685,97.77616864716349,97.76853942871094
2019-10-18,97.7775923289221,97.85000171993222,97.75949343383937,97.76853942871094,1011400,0.0,49.18189537134074,66.03218414519532,97.8077582031059,23.070340253374017,97.78211146883129,97.67804718017578
2019-10-21,97.77760838282654,97.79571418622162,97.65994828212142,97.67804718017578,466900,0.0,42.60865103391677,57.96774065267758,97.79046340004855,3.8453758647082696,97.78066332300203,97.7142333984375
2019-10-22,97.74138519305347,97.75043809303862,97.62372511460444,97.7142333984375,717300,0.0,38.88789153664261,54.991791429154944,97.78029939983375,17.855616333743107,97.79506144541908,97.8228530883789
2019-10-23,97.7594965955309,97.83189908354304,97.714238998351,97.8228530883789,1144500,0.0,40.538303220858,53.300626738160105,97.7859732249731,41.50866430472292,97.81596554772011,97.80477142333984
2019-10-24,97.8590819344263,97.90433263743324,97.77761962046738,97.80477142333984,729900,0.0,34.614324622268796,47.50723186644247,97.788479651422,39.22085183080251,97.8136591787652,97.7504653930664
2019-10-25,97.82287480249134,97.82287480249134,97.70520778584049,97.7504653930664,508600,0.0,38.709706660865535,50.14966408391241,97.78341108364124,29.172081605702616,97.80475379931733,97.66901397705078
2019-10-28,97.65996107416744,97.68711287747584,97.63280927085906,97.66901397705078,2389800,0.0,33.33248177668831,38.845810039246494,97.76815813609585,11.371566768592228,97.79033934858208,97.80477142333984
