Date,Open,High,Low,Close,Volume,RSI,MFI,EMA,SO,MACD,Next Day Price
2019-04-01,63.01089170101031,63.43752841850869,62.89453408053097,63.39874649047852,10816400,60.484841042857134,50.66412715700305,62.646576544244915,88.79631296726728,62.5336816059164,63.127235412597656
2019-04-02,63.41425005102357,63.5693895798954,62.91779645680133,63.127235412597656,7646000,54.24574253982282,45.05726312572971,62.71066439335861,74.27297719551431,62.52133482446904,62.75489044189453
2019-04-03,63.42975381932747,63.42975381932747,62.52993401001924,62.75489044189453,8562900,52.83944096362135,45.442561763198476,62.716561199830075,54.35595916939242,62.49952979641375,63.64697265625
2019-04-04,62.92556251862345,63.670242996464665,62.65405943426735,63.64697265625,9360600,60.6026993369385,57.07229204659486,62.84061606068607,98.79523619227996,62.671860423117096,63.9882926940918
2019-04-05,63.72455423188703,64.01932179285626,63.56940873806472,63.9882926940918,10059100,58.32346315520564,57.190282538924784,62.993639611806834,98.63943621581251,62.7551220127993,64.38389587402344
2019-04-08,64.12791028933836,64.53903542451438,64.06585210186418,64.38389587402344,9108200,62.143545649427494,65.86866869884828,63.179007113435716,94.45993411246883,62.85089566692837,63.55387878417969
2019-04-09,64.01154454277534,64.05809113657034,63.40649208718405,63.55387878417969,8561600,53.24813938276369,58.220958353466706,63.228990002868244,64.81984974352721,62.766540305221525,63.26687240600586
2019-04-10,63.54612833247684,63.67024470788373,63.15052070180504,63.26687240600586,10324300,48.76216842851925,50.51039448699944,63.234040989953264,54.5707917812411,62.767148312810924,63.56940078735352
2019-04-11,63.25136292163723,63.66248807200436,62.84799060634498,63.56940078735352,9115100,58.78136179658311,58.81785374076192,63.27875562960663,65.37414373250286,62.86098824948009,62.77041244506836
2019-04-12,64.23650295289896,64.23650295289896,62.50667405107273,62.77041244506836,16638700,55.65607813948104,56.418420925070826,63.21097653833486,32.54418731349284,62.7951542022024,62.56096649169922
2019-04-15,62.74713509714614,62.879004279413,62.46012047851247,62.56096649169922,8536100,48.07928440021475,49.81709058788833,63.12430853211677,24.555855621205875,62.817802571114754,62.987606048583984
2019-04-16,62.68507983137215,63.10396365171012,62.59199848342608,62.987606048583984,7005700,55.37489357909261,55.08910322470011,63.1060815343124,37.106506695593836,62.93290420751698,63.16603469848633
2019-04-17,63.2591219835914,63.37547369222932,62.89453751467329,63.16603469848633,8311400,54.406118717847725,55.414536639283014,63.11407528953559,34.927019269785745,63.003300663201045,62.93330383300781
2019-04-18,63.26685912414611,63.47630398412703,62.88676316109795,62.93330383300781,9493900,52.04455711012528,47.88312274241316,63.08997242866523,22.76107328995584,63.0091360272821,64.3062973022461
2019-04-22,63.50731773043344,64.5545240227917,63.32890200088886,64.3062973022461,10770600,56.56537948886349,47.91966256552219,63.25214907847601,88.14809489682047,63.24819954212593,64.67866516113281
2019-04-23,64.53128435958267,64.76399369170143,64.1356708013277,64.67866516113281,10595100,61.061892504096186,54.704908226904365,63.442351222830254,96.29630093877833,63.33092237345982,63.422019958496094
2019-04-24,64.39165697998278,64.44595641645826,63.39874961689157,63.422019958496094,11684000,54.224051228492556,53.43227020749215,63.4396403875857,41.75140691237028,63.180363067801736,63.77883529663086
2019-04-25,63.33668112349069,64.25977139340459,63.142753750741605,63.77883529663086,11135000,50.895619762035174,54.03799769391936,63.48486637545839,57.239036009844426,63.2765082758405,62.436859130859375
2019-04-26,62.26620208538514,62.54545799285314,61.71544902293274,62.436859130859375,18053500,40.723517253114274,44.503953595813094,63.34513207617852,23.664081924638975,63.10680357259245,62.033504486083984
2019-04-29,62.14986212252878,62.35154237962485,61.79303637744124,62.033504486083984,10023700,35.95932600134269,38.16757268293367,63.17024839749925,10.433026171786722,63.06796540693608,62.27396011352539
2019-04-30,62.34377704867737,62.46788749600059,62.00246296169892,62.27396011352539,13721500,41.774699582609955,45.67229493319419,63.0507432929694,18.32058084352215,63.1122604812451,61.02507781982422
2019-05-01,62.010232406862606,62.25845926250624,60.98629588755822,61.02507781982422,13909800,37.178392384090806,44.75880066829634,62.78065456321671,1.0266022926308092,62.92040949522444,59.95458221435547
2019-05-02,60.72253288859957,60.893189909141206,59.915794375798455,59.95458221435547,15360400,30.995083526303333,37.679345197933884,62.40384491670188,0.8000462858402322,62.74368428055899,60.09421157836914
2019-05-03,60.342438363741145,60.66823490988064,60.07094124195824,60.09421157836914,12180700,34.881691233514346,46.180498128595794,62.09589380492418,3.680071526462296,62.73414754525683,59.83046722412109
2019-05-06,59.66756895123052,60.24159820030404,59.50467067833994,59.83046722412109,13367100,34.66900327873907,44.99090993668365,61.793836927483774,6.1946479604589415,62.64355305269441,59.51243209838867
2019-05-07,59.34177506631964,59.566731525120304,58.77550454338093,59.51243209838867,13498800,30.24695962296029,39.34293574789092,61.48964961693777,12.30573416358973,62.52429281966955,59.60551452636719
2019-05-08,59.37280522967634,59.954587348694105,59.279717960083744,59.60551452636719,11352900,29.56356895783877,40.19494442716201,61.23843160486169,13.86008995639635,62.44473829988766,59.55121994018555
2019-05-09,59.22542334741473,59.63654846470089,58.92289709438552,59.55121994018555,13221600,30.181798673560394,39.515852466796005,61.01347004957154,12.953440802713443,62.32323791279638,60.06905746459961
2019-05-10,59.77091120571965,60.24951834894226,58.97846242965792,60.06905746459961,11056000,22.405237695147818,39.35476215115317,60.88754837157528,21.600655677592073,62.2582752204108,59.40214538574219
2019-05-13,59.35507123778983,59.81014128809938,59.12753621263505,59.40214538574219,12176100,16.906587732922958,33.00470461696219,60.68949464013087,11.050985995251553,61.9861926588097,59.4806022644043
2019-05-14,59.73167435496674,60.25736159529537,59.44137580445971,59.4806022644043,10548400,20.99327399959236,39.13246833242708,60.52830899003399,12.856736192921069,61.81718800614161,59.91997909545898
2019-05-15,59.2922959160214,60.06120751153093,59.00983908387754,59.91997909545898,8918000,21.94184979602153,38.1247717957218,60.44719833742399,30.35779002094234,61.68508903288078,59.912139892578125
2019-05-16,59.94352465459685,60.3750516637839,59.80229621852824,59.912139892578125,8105200,27.22357812549464,40.53252593937699,60.37585721144454,30.783246585806484,61.484388183846754,59.559078216552734
2019-05-17,59.35508023445343,59.86507219668572,59.30800009333394,59.559078216552734,9279400,27.472873235249523,40.812637002876116,60.266953345458965,21.221354426844435,61.238546219854285,59.55123519897461
2019-05-20,59.66892658195533,59.9121510503584,59.37077428026651,59.55123519897461,7154300,24.116079562268197,33.72528173552374,60.171524259261055,22.27220042035141,61.04789866977622,59.82583618164063
2019-05-21,59.84152557039176,59.99060170066955,59.57476405940156,59.82583618164063,8489900,36.007199944451536,40.48345252542691,60.12543251557833,49.59809682977235,60.911034980918274,59.28443908691406
2019-05-22,59.64535476431742,59.802278527990296,59.15105837731425,59.28443908691406,7858300,41.079295825284724,42.59738937954386,60.0133000584231,26.88890887687931,60.67170270347391,57.89571762084961
2019-05-23,58.6646233696948,58.688166431666055,57.307266778230094,57.89571762084961,14657200,28.03791525542573,33.794412010577076,59.7309557334133,19.18162011262685,60.323820142235576,58.138938903808594
2019-05-24,58.17032366537176,58.25663026316264,57.62110530309448,58.138938903808594,7056400,33.03272967711132,40.15767007433494,59.51868682279934,27.1098579791185,60.234181973120954,56.96989059448242
2019-05-28,58.24878832779672,58.2566360154702,56.87573630049608,56.96989059448242,14912900,28.215600552231933,39.898622402806936,59.17884732569042,2.6906490044920885,59.934250576639045,56.6168212890625
2019-05-29,56.40497562851092,56.82866096358242,56.193135953991,56.6168212890625,13645200,25.485154066532914,31.644978515169115,58.837243854140034,10.13136955580769,59.75947492542997,56.46773910522461
2019-05-30,56.50696556650821,56.59327216177559,56.12251272415512,56.46773910522461,9362100,25.09492886959157,32.61303221995982,58.52130988761798,8.118123924801111,59.60716015491271,55.526214599609375
2019-05-31,55.85575159548237,56.13820845707006,55.41637092966207,55.526214599609375,13983300,15.658175597697863,24.40493198066713,58.12196384921684,2.2151793155676067,59.32070157575209,56.39712142944336
