Date,High,Low,Close,Volume,RSI,MFI,EMA,SO,MACD,Next Day Price
2019-04-01,50.35573234542322,49.61859166060985,50.29123306274414,15191700,60.64595268091312,48.92932547749673,49.156718946126816,98.08220067403701,49.06911065049263,49.895015716552734
2019-04-02,50.21751209466817,49.64623128988644,49.895015716552734,10812100,56.38921595940164,42.75970212847134,49.25515851551694,86.30121136844299,49.030866608271864,49.81209182739258
2019-04-03,50.11615936487094,49.62780666061471,49.81209182739258,12853400,55.86534397525797,44.71964002236409,49.3294162904337,83.83558117641671,49.050106090985956,49.59095001220703
2019-04-04,49.89502107130337,49.21316699375076,49.59095001220703,9978800,55.034337516614556,51.84507280059759,49.364287453336814,65.70234238720892,49.05491892144958,49.69230651855469
2019-04-05,49.931874777683696,49.51723754130454,49.69230651855469,10016300,52.82112731776461,48.88039379123465,49.4080233286992,70.24780663312255,49.10826333906678,49.49880599975586
2019-04-08,49.69230383494266,49.1394518729955,49.49880599975586,10126700,47.989986992243715,40.72619132578646,49.42012768484009,61.570024402261836,49.11037930429219,49.60016250610352
2019-04-09,49.848943425974674,49.26844992634594,49.60016250610352,9789000,58.9205800239091,49.97458992688493,49.44413232767522,66.11548864817578,49.16379773427586,49.95186996459961
2019-04-10,50.12772296589951,49.6094143658267,49.95186996459961,8477300,51.519073853909596,47.44853102842476,49.51183067926514,81.88826668900144,49.24688879113994,49.78527069091797
2019-04-11,50.15548809169844,49.535372091779706,49.78527069091797,8147600,63.81792543741056,49.89157560427068,49.54828934748552,74.41690575517433,49.25741360306794,50.442420959472656
2019-04-12,50.442420959472656,49.859324095568326,50.442420959472656,9014000,69.10203563003674,56.80017873584536,49.66750689575048,100.0,49.3995726781161,50.56274032592773
2019-04-15,50.67380521177156,50.26656494321817,50.56274032592773,7694900,66.4863296247249,55.6999436929047,49.78687135310745,95.51107876985711,49.46192999523169,50.52571868896485
2019-04-16,50.821894078524295,50.28507750895622,50.52571868896485,7265200,72.9717388853397,57.689647194659095,49.88538433122177,86.41397954675352,49.5116092270856,50.42390823364258
2019-04-17,50.74785249651394,50.34060868384014,50.42390823364258,7792200,68.54005109776138,51.68432300827341,49.957187518211214,77.33769443695844,49.55886623211162,50.4609260559082
2019-04-18,50.59975627140602,50.19251602964807,50.4609260559082,8233000,64.41251850879145,50.600253946608944,50.02435265657081,78.54499718148482,49.628395998422924,50.55348205566406
2019-04-22,50.6090162630478,50.16475319604496,50.55348205566406,6088100,54.92823460424014,47.04867715717981,50.094903243116576,84.04628569241876,49.698979255575615,50.849647521972656
2019-04-23,51.03475797981408,50.64602919596659,50.849647521972656,10923400,68.64058708117516,55.708806186840555,50.19553581363072,90.23321577578054,49.797888660513216,51.07178115844727
2019-04-24,51.39572181406967,50.86815930023413,51.07178115844727,8769800,73.32899090916817,64.76249475838947,50.31236852627293,85.64264631083228,49.88543069846611,50.9144401550293
2019-04-25,51.10880809482951,50.51645740190547,50.9144401550293,8226100,75.10379568783004,65.57847836802681,50.39264474344044,78.66914546531426,49.920709640140906,51.28466033935547
