Date,Close,Volume,RSI,MFI,EMA,SO,MACD,Next Day Price
2019-06-20,78400.0,1561250,28.048780487804876,65.3474272973082,80169.07118984436,31.343283582089555,81974.00345408276,78500.0
2019-06-21,78500.0,3742200,34.78260869565217,76.53884793807673,79946.52836453178,32.83582089552239,81708.9141046495,79500.0
2019-06-24,79500.0,1452270,43.037974683544306,77.88584956817847,79886.99124926089,47.76119402985074,81595.39222402957,79500.0
2019-06-25,79500.0,866490,43.037974683544306,78.45402143467871,79835.39241602611,47.76119402985074,81347.17326082564,79000.0
2019-06-26,79000.0,1174210,41.9753086419753,75.68476931501996,79724.00676055596,40.298507462686565,81049.49460382665,77500.0
2019-06-27,77500.0,815110,19.480519480519476,71.20347098474336,79427.47252581516,17.91044776119403,80606.00643442756,79300.0
2019-06-28,79300.0,928700,35.483870967741936,75.33643598448924,79410.47618903981,52.63157894736842,80658.31668761498,81000.0
2019-07-01,81000.0,1090570,45.87155963302752,78.51361539194764,79622.41269716783,90.38461538461539,80683.09668482188,81100.0
2019-07-02,81100.0,1087630,56.043956043956044,83.79686721844901,79819.42433754545,97.95918367346938,80491.96157129007,82000.0
2019-07-03,82000.0,1517660,60.0,83.37642217094216,80110.16775920606,100.0,80457.75558400695,82000.0
2019-07-05,82000.0,0,60.6060606060606,85.74595955081276,80362.14539131192,100.0,80322.44372836158,82000.0
2019-07-08,82000.0,0,75.0,88.09360722877692,80580.52600580367,100.0,80242.95123124671,82000.0
2019-07-09,82000.0,0,75.0,86.81936146988939,80769.78920502984,100.0,80211.83551152493,82000.0
2019-07-10,82000.0,0,74.68354430379748,86.15506722504549,80933.81731102586,100.0,80221.70188776604,82000.0
2019-07-11,82000.0,0,73.68421052631578,84.47252749000957,81075.97500288908,100.0,80264.25274717502,82000.0
2019-07-12,82000.0,0,73.33333333333333,78.05210328626197,81199.1783358372,100.0,80334.18571421836,82000.0
2019-07-15,82000.0,0,69.23076923076923,73.81044000520876,81305.95455772558,100.0,80418.40539676702,82000.0
2019-07-16,82000.0,0,69.23076923076923,70.38726427552783,81398.49395002883,100.0,80515.0068994203,84000.0
2019-07-17,84000.0,816530,81.25,87.39616944739343,81745.36142335832,83.33333333333334,80927.06153505316,84000.0
2019-07-18,84000.0,513470,100.0,100.0,82045.97990024388,83.33333333333334,81066.6755526016,84500.0
2019-07-19,84500.0,1028110,100.0,100.0,82373.18258021137,83.87096774193549,81307.06325669918,84600.0
2019-07-22,84600.0,471720,100.0,100.0,82670.09156951653,83.63636363636363,81493.7326002504,85800.0
2019-07-23,85800.0,826210,100.0,100.0,83087.41269358099,96.61016949152543,81854.62380910592,85800.0
2019-07-24,85800.0,542990,100.0,100.0,83449.09100110353,80.85106382978722,82035.95174566958,85800.0
2019-07-25,85800.0,0,100.0,100.0,83762.54553428973,80.85106382978722,82228.99151291364,85800.0
2019-07-26,85800.0,0,100.0,100.0,84034.20612971777,80.85106382978722,82432.18153341403,85800.0
2019-07-29,85800.0,0,100.0,100.0,84269.64531242207,80.85106382978722,82644.16844006995,85800.0
2019-07-30,85800.0,0,100.0,100.0,84473.69260409914,80.85106382978722,82863.77931472728,88200.0
2019-07-31,88200.0,991720,100.0,100.0,84970.53359021926,86.11111111111111,83449.99762831921,90500.0
2019-08-01,90500.0,913610,100.0,100.0,85707.79577819003,96.5909090909091,84026.94238898775,90200.0
2019-08-02,90200.0,627380,96.5909090909091,90.32825594846373,86306.75634109804,93.18181818181817,84241.51673712273,85200.0
2019-08-05,85200.0,902620,61.59420289855072,79.58780982749421,86159.18882895164,28.205128205128204,83796.7589499508,85200.0
2019-08-06,85200.0,0,55.08474576271186,77.20143271118192,86031.29698509142,28.205128205128204,84119.85775662404,84000.0
2019-08-07,84000.0,724520,50.0,67.84416297417908,85760.45738707924,9.333333333333334,84231.21005574084,84500.0
2019-08-08,84500.0,556040,50.0,65.58352118088462,85592.39640213535,22.22222222222222,84565.32649275317,84500.0
2019-08-09,84500.0,0,49.6124031007752,62.99175290856779,85446.7435485173,22.22222222222222,84784.22740483053,84200.0
2019-08-12,84200.0,229140,43.33333333333333,54.97926555430271,85280.51107538167,18.51851851851852,84916.66375085313,82900.0
2019-08-13,82900.0,723240,39.097744360902254,43.96634864845666,84963.10959866412,9.195402298850574,84863.1641396283,83000.0
2019-08-14,83000.0,487320,39.55223880597015,48.25832224435759,84701.36165217558,10.344827586206897,84985.68669878897,84000.0
2019-08-15,84000.0,368870,43.75,51.078840914956764,84607.84676521884,30.612244897959183,85201.48402783932,84000.0
2019-08-16,84000.0,0,43.75,51.078840914956764,84526.80052985634,30.612244897959183,85232.06393523853,84000.0
2019-08-19,84000.0,0,43.75,51.078840914956764,84456.56045920883,30.612244897959183,85241.56652165117,84000.0
2019-08-20,84000.0,0,32.5,42.14326343104761,84395.68573131433,30.612244897959183,85210.13542987546,87300.0
2019-08-21,87300.0,548090,37.69230769230769,37.653399181886556,84782.92763380575,68.47826086956522,85616.50626144763,87900.0
2019-08-22,87900.0,380330,41.353383458646626,47.680737269052585,85198.53728263166,76.66666666666667,85571.13875992128,87000.0
2019-08-23,87000.0,582580,59.78260869565217,51.03578518103325,85438.7323116141,85.71428571428571,85338.65359193178,85900.0
2019-08-26,85900.0,375290,53.39805825242718,47.15109601911986,85500.23467006556,70.0,85114.66644634088,86600.0
2019-08-27,86600.0,871250,63.26530612244898,62.873323584272654,85646.87004739016,80.0,85196.87758682878,86800.0
2019-08-28,86800.0,297410,62.10526315789473,60.99687106230401,85800.62070773813,82.85714285714286,85220.3494641405,86800.0
2019-08-29,86800.0,344570,62.10526315789473,63.600021278981465,85933.8712800397,82.85714285714286,85234.52509114398,86800.0
2019-08-30,86800.0,0,64.13043478260869,66.4669527262105,86049.35510936774,82.85714285714286,85271.36619010256,87600.0
2019-09-03,87600.0,243420,77.01149425287356,78.59437289796145,86256.10776145205,94.28571428571428,85460.12847586666,89000.0
2019-09-04,89000.0,862730,80.0,80.39580526435594,86621.96005992511,97.5609756097561,85765.61134575111,89000.0
2019-09-05,89000.0,429760,77.77777777777777,80.74407113177595,86939.03205193511,89.28571428571429,85882.36316631765,88800.0
2019-09-06,88800.0,243750,76.08695652173913,76.8933759257958,87187.1611116771,85.71428571428571,86000.77029969751,88400.0
2019-09-09,88400.0,336920,72.91666666666667,72.14985436404667,87348.87296345348,78.57142857142857,86116.61203751563,88000.0
2019-09-10,88000.0,317650,70.0,68.20255790914031,87435.68990165969,65.21739130434783,86254.34154362464,86300.0
2019-09-11,86300.0,549770,44.047619047619044,58.8589398440586,87284.2645814384,28.26086956521739,86181.0960044747,86900.0
2019-09-12,86900.0,289830,44.047619047619044,58.19421479614486,87233.0293039133,41.30434782608695,86429.56098165586,88000.0
2019-09-13,88000.0,361780,55.81395348837209,67.06045553178488,87335.29206339152,65.21739130434783,86725.28618410174,88500.0
2019-09-16,88500.0,563460,66.25,74.63934237731404,87490.58645493932,74.4186046511628,86923.02580399929,90300.0
2019-09-17,90300.0,921810,70.32967032967034,74.99370900124033,87865.17492761408,96.15384615384616,87312.62236346606,90400.0
2019-09-18,90400.0,437190,70.0,75.6489567225206,88203.1516039322,98.07692307692307,87447.32827055948,90300.0
2019-09-19,90300.0,506070,69.23076923076923,67.90504454477963,88482.73139007458,95.74468085106383,87569.12894559599,89600.0
2019-09-20,89600.0,1032290,64.28571428571428,57.90327678251863,88631.70053806464,80.85106382978722,87616.68953062764,89500.0
2019-09-23,89500.0,267270,60.43956043956044,54.29535538657742,88747.47379965603,78.72340425531915,87759.40870432173,89500.0
2019-09-24,89500.0,286560,53.246753246753244,50.30992054357547,88847.81062636856,78.72340425531915,87901.76532152327,89500.0
2019-09-25,89500.0,227170,53.246753246753244,48.72478215480947,88934.76920951942,78.72340425531915,88029.86327865353,88700.0
2019-09-26,88700.0,533860,49.397590361445786,46.59495624200602,88903.46664825018,61.702127659574465,88027.4926192775,89300.0
2019-09-27,89300.0,384950,55.294117647058826,52.01716197570146,88956.33776181683,74.46808510638297,88229.82693670716,89300.0
2019-09-30,89300.0,491120,58.02469135802469,57.854926785520234,89002.15939357459,74.46808510638297,88333.79445625732,89200.0
2019-10-01,89200.0,231930,72.3076923076923,60.530778830632194,89028.53814109798,70.45454545454545,88437.2329732008,89000.0
2019-10-02,89000.0,462090,67.21311475409836,54.71644556473698,89024.73305561826,65.9090909090909,88532.5463545518,89300.0
2019-10-03,89300.0,327140,62.264150943396224,54.52385075613753,89061.43531486916,64.70588235294117,88697.48461838932,89200.0
2019-10-04,89200.0,428530,57.14285714285714,47.10180257419862,89079.91060621994,56.666666666666664,88791.15333593743,89000.0
2019-10-07,89000.0,481420,30.303030303030297,35.374226384598686,89069.25585872396,50.0,88845.88844670134,88600.0
2019-10-08,88600.0,315010,25.0,28.738996941560956,89006.6884108941,37.93103448275862,88847.9922093634,88500.0
2019-10-09,88500.0,293220,25.0,29.82648839540917,88939.12995610823,34.48275862068966,88874.53769255939,88500.0
2019-10-10,88500.0,359140,31.034482758620683,40.850200150370405,88880.5792952938,40.0,88901.09933355146,88400.0
2019-10-11,88400.0,450000,31.034482758620683,39.46759455775673,88816.5020559213,36.0,88899.67497796685,87900.0
2019-10-14,87900.0,285650,26.470588235294116,34.03552223341916,88694.30178179847,16.0,88826.99609201572,86400.0
2019-10-15,86400.0,643130,18.367346938775512,27.606961727753855,88388.39487755868,14.285714285714285,88593.61883530249,86400.0
2019-10-16,86400.0,630230,21.951219512195124,37.86104148382247,88123.27556055086,23.404255319148938,88578.80299059552,86500.0
2019-10-17,86500.0,688380,11.111111111111114,40.796574887312964,87906.83881914408,25.53191489361702,88553.57370296055,87000.0
2019-10-18,87000.0,327740,21.951219512195124,39.03831674645544,87785.92697659154,40.476190476190474,88566.31943145471,86500.0
2019-10-21,86500.0,484630,20.0,37.51065536068883,87614.47004637933,28.57142857142857,88411.86572948298,86000.0
2019-10-22,86000.0,350630,18.75,38.278544358894905,87399.20737352876,16.666666666666664,88249.1169655519,85900.0
2019-10-23,85900.0,535550,13.043478260869563,31.791860710212916,87199.31305705826,20.0,88131.62359236722,86100.0
2019-10-24,86100.0,543560,17.02127659574468,39.69854378279315,87052.73798278383,27.500000000000004,88042.57378005159,86000.0
2019-10-25,86000.0,681140,17.391304347826093,38.60316298801458,86912.37291841266,25.0,87895.11949826694,86000.0
2019-10-28,86000.0,728480,19.04761904761905,46.728562538265315,86790.72319595765,26.31578947368421,87756.71467627579,87600.0
2019-10-29,87600.0,1014970,42.10526315789474,55.6099442483544,86898.62676982996,72.22222222222221,87853.15271943901,88800.0
2019-10-30,88800.0,737640,52.17391304347826,57.733319601593095,87152.1432005193,92.6829268292683,87885.12124573605,89000.0
2019-10-31,89000.0,1008560,54.285714285714285,65.82917682714887,87398.52410711674,83.33333333333334,87779.27174630457,95200.0
2019-11-01,95200.0,2594030,78.74015748031496,76.05463968131754,88438.7208928345,100.0,88600.03551346397,96000.0
2019-11-04,96000.0,1124510,90.0,82.7342154489465,89446.89144045657,88.0,88649.91966722433,97900.0
2019-11-05,97900.0,1836960,91.36690647482014,84.61195761234593,90573.97258172903,95.55555555555556,88957.26371159441,99400.0
2019-11-06,99400.0,1675310,92.15686274509804,85.92189080017,91750.77623749849,90.0,89291.35077227071,99500.0
2019-11-07,99500.0,2081650,91.94630872483222,87.69272851245158,92784.0060724987,83.8150289017341,89503.83733596797,98500.0
2019-11-08,98500.0,1233370,88.96103896103897,83.05782126638624,93546.13859616553,78.03468208092485,89646.82569117224,98700.0
2019-11-11,98700.0,765160,92.05298013245033,85.49001408599798,94233.3201166768,79.1907514450867,90058.24893234928,97800.0
2019-11-12,97800.0,1380830,87.42138364779875,80.83464311554624,94708.87743445323,73.68421052631578,90372.81574136938,97100.0
2019-11-13,97100.0,1305680,83.53658536585365,74.37871073375561,95027.69377652614,69.23076923076923,90776.4403091868,96400.0
2019-11-14,96400.0,1480640,80.58823529411765,70.87115599276481,95210.66793965599,64.88095238095238,91223.69271240634,96300.0
2019-11-15,96300.0,1018490,80.11695906432749,66.11476836725183,95355.91221436852,61.038961038961034,91792.1447951966,96300.0
2019-11-18,96300.0,1168830,78.06451612903226,66.54344125280024,95481.79058578606,58.9041095890411,92380.9143780593,96500.0
2019-11-19,96500.0,2305620,76.55172413793103,69.14750057194209,95617.55184101459,57.35294117647059,92992.01468320694,96200.0
2019-11-20,96200.0,2010940,74.65753424657534,61.58555757961995,95695.21159554599,53.43511450381679,93519.57939211268,95300.0
2019-11-21,95300.0,3202820,50.53763440860215,48.79450992884734,95642.51671613987,7.894736842105263,93893.07991760877,93500.0
2019-11-22,93500.0,3791930,37.86407766990291,39.47970591507842,95356.84782065457,26.666666666666668,94065.6692619276,93200.0
2019-11-25,93200.0,2300820,22.98850574712644,31.711769252998167,95069.26811123396,24.166666666666668,94379.69113811504,93300.0
2019-11-26,93300.0,3284780,8.219178082191789,35.38550617108548,94833.36569640278,25.0,94650.12120858859,93000.0
2019-11-27,93000.0,2135110,6.666666666666657,27.52685947329401,94588.91693688241,28.125,94766.99393633235,91900.0
2019-11-29,91900.0,2839310,6.578947368421041,26.14415082939354,94230.39467863142,17.02127659574468,94693.17252259914,91900.0
2019-12-02,91900.0,4407620,4.054054054054049,34.065533089575695,93919.67538814723,17.582417582417584,94718.36063069705,92000.0
2019-12-06,92000.0,2525080,6.060606060606062,40.33825001322754,93663.7186697276,18.88888888888889,94699.46810215966,92000.0
2019-12-09,92000.0,625460,6.779661016949149,43.0943013961843,93441.88951376393,18.88888888888889,94620.98346631615,91500.0
2019-12-10,91500.0,1548550,7.017543859649123,43.146616653582576,93182.97091192874,33.65384615384615,94436.40789302957,91100.0
2019-12-11,91100.0,645660,6.666666666666657,43.70825946917807,92905.24145700491,29.807692307692307,94240.83128507006,91200.0
2019-12-12,91200.0,884980,8.1967213114754,43.111027865983715,92677.87592940427,30.76923076923077,94092.9982248385,89100.0
2019-12-13,89100.0,419210,3.749999999999986,38.07244525552026,92200.8258054837,11.956521739130435,93585.87623930449,86100.0
2019-12-16,86100.0,1437780,2.803738317756995,39.01500307182932,91387.38236475254,4.62962962962963,92922.14829628612,85500.0
2019-12-17,85500.0,859640,2.884615384615387,42.580312673341474,90602.39804945221,7.964601769911504,92588.36185678131,83900.0
2019-12-18,83900.0,1339840,2.941176470588232,47.03143197568279,89708.74497619193,8.108108108108109,92067.19138698826,83900.0
2019-12-19,83900.0,1047500,3.030303030303031,53.784782779846466,88934.24564603301,12.068965517241379,91750.78809094538,84200.0
2019-12-20,84200.0,1525190,4.950495049504937,49.66285142973181,88303.01289322862,15.454545454545453,91432.79412326377,83800.0
2019-12-23,83800.0,568720,4.901960784313729,53.71818324476997,87702.61117413147,12.380952380952381,90972.25490682862,83700.0
2019-12-24,83700.0,838840,5.434782608695656,59.88285974006892,87168.92968424727,16.964285714285715,90537.39869702923,84200.0
2019-12-26,84200.0,426570,10.30927835051547,48.35638679064192,86773.07239301431,21.428571428571427,90172.02331520313,84500.0
2019-12-27,84500.0,519680,12.121212121212125,39.510885028222376,86469.99607394575,24.107142857142858,89756.97576206495,85500.0
2019-12-30,85500.0,896520,20.18348623853211,40.5385935314478,86340.66326408631,35.23809523809524,89434.60121601184,84800.0
2019-12-31,84800.0,430660,19.819819819819813,44.67954814725643,86135.24149554147,30.927835051546392,88854.09883165472,84900.0
2020-01-02,84900.0,238600,21.29629629629629,48.50571225272617,85970.54262946927,32.29166666666667,88404.10787632296,85200.0
2020-01-03,85200.0,394470,22.727272727272734,45.91413605727641,85867.80361220671,35.41666666666667,87985.67127059105,83400.0
2020-01-06,83400.0,1025270,23.36448598130842,43.652602806616216,85538.76313057916,23.88059701492537,87274.35954562333,83800.0
2020-01-07,83800.0,590360,35.80246913580247,52.77159589969277,85306.92804650194,38.46153846153847,86943.38938398467,82500.0
2020-01-08,82500.0,553690,32.95454545454545,54.46572296359247,84932.67097363502,26.785714285714285,86389.71524389784,83300.0
2020-01-09,83300.0,421250,46.25,64.17183886660375,84714.98151048369,41.07142857142857,86197.91987804479,84500.0
2020-01-10,84500.0,699780,53.2608695652174,62.820437369246285,84686.31730908588,62.5,86094.4750054166,86300.0
2020-01-13,86300.0,882160,59.81308411214953,60.04942951190454,84901.47500120777,91.37931034482759,86110.32278247217,86300.0
2020-01-14,86300.0,361600,62.13592233009709,65.95141123024237,85087.94500104674,91.37931034482759,85896.66863369811,86300.0
2020-01-15,86300.0,420650,62.745098039215684,74.72303558733613,85249.55233424052,91.37931034482759,85736.05726031614,86100.0
2020-01-16,86100.0,441860,59.5959595959596,69.10022482418829,85362.94535634179,87.93103448275862,85586.69407005177,86000.0
2020-01-17,86000.0,552190,57.731958762886606,62.158149518475405,85447.88597549623,72.46376811594203,85485.24597182265,87500.0
2020-01-21,87500.0,653680,59.80392156862745,61.00877572460479,85721.50117876341,94.20289855072464,85640.99095335741,89400.0
2020-01-22,89400.0,673070,70.17543859649123,67.77446377488556,86211.96768826163,98.82352941176471,85877.30327068754,89400.0
2020-01-23,89400.0,0,69.91150442477877,66.77573354954407,86637.03866316008,98.82352941176471,85859.66283459587,89400.0
2020-01-24,89400.0,0,69.0909090909091,64.97922988138905,87005.43350807208,98.82352941176471,85884.04112331643,89400.0
2020-01-27,89400.0,0,82.6086956521739,75.41135218891247,87324.70904032914,98.82352941176471,85961.83564020759,89400.0
2020-01-28,89400.0,0,81.81818181818181,72.90236034581484,87601.4145016186,98.82352941176471,86082.14644373547,89400.0
2020-01-29,89400.0,0,96.0,80.46181565061801,87841.22590140278,98.52941176470588,86251.58247345962,87400.0
2020-01-30,87400.0,1414000,73.5632183908046,60.40008460697095,87782.39578121575,69.11764705882352,86156.03814366502,87500.0
2020-01-31,87500.0,1284370,69.73684210526315,64.06682577299082,87744.74301038698,60.0,86394.5108356208,85200.0
2020-02-03,85200.0,755310,43.20987654320988,52.116142409024384,87405.44394233539,42.66666666666667,86253.57605753804,85700.0
2020-02-04,85700.0,829790,46.51162790697674,55.25183732937393,87178.05141669068,49.333333333333336,86516.76591653297,86000.0
2020-02-05,86000.0,2410370,48.31460674157304,65.06721196820448,87020.97789446526,53.333333333333336,86714.4749054397,86800.0
2020-02-06,86800.0,484420,53.684210526315795,70.09278906902819,86991.51417520322,64.0,86963.04491804773,87000.0
2020-02-07,87000.0,587610,55.208333333333336,76.29461545635813,86992.64561850946,66.66666666666666,87104.47226230805,86200.0
2020-02-10,86200.0,373600,42.69662921348315,71.30696778556012,86886.95953604153,56.00000000000001,87074.43151622254,86200.0
2020-02-11,86200.0,602090,27.14285714285714,71.00589835212924,86795.36493123599,56.75675675675676,87129.72953628174,86500.0
2020-02-12,86500.0,395320,30.13698630136986,72.2614389130747,86755.98294040453,60.810810810810814,87192.43226477751,86000.0
2020-02-13,86000.0,421050,28.205128205128204,69.09316701326256,86655.18521501726,54.054054054054056,87102.55240725163,87600.0
2020-02-14,87600.0,481520,40.42553191489362,70.5895755320975,86781.16051968164,75.67567567567568,87302.26764184031,86000.0
2020-02-18,86000.0,323870,34.54545454545455,68.38886829080916,86677.00578372409,54.054054054054056,86995.24306737272,86000.0
2020-02-19,86000.0,514110,34.54545454545455,69.87455227080571,86586.73834589422,60.60606060606061,86920.15510283413,86900.0
2020-02-20,86900.0,271380,47.474747474747474,80.94947914330061,86628.50656644166,74.24242424242425,86976.85664467847,86100.0
2020-02-21,86100.0,184170,43.39622641509434,76.3316852269836,86558.03902424945,62.121212121212125,86774.8313142769,84000.0
2020-02-24,84000.0,619380,44.23076923076923,77.54294271994624,86216.96715434952,13.20754716981132,86404.7982501511,83100.0
2020-02-25,83100.0,410300,37.96296296296296,71.4576119788633,85801.37153376959,27.631578947368425,86225.8807056865,80900.0
2020-02-26,80900.0,651880,29.92125984251969,53.47653579364853,85147.85532926698,7.228915662650602,85838.9299449283,80800.0
2020-02-27,80800.0,1280250,25.0,41.0852157103123,84568.14128536472,18.75,85739.62817449342,80400.0
2020-02-28,80400.0,860760,22.950819672131146,31.6421179858621,84012.38911398276,18.81188118811881,85548.95552900541,80500.0
2020-03-02,80500.0,447980,25.217391304347828,37.22093036367758,83544.07056545172,19.801980198019802,85399.7059029158,80500.0
2020-03-03,80500.0,742520,25.217391304347828,38.022722787179575,83138.19449005816,19.801980198019802,85202.57844919371,80500.0
2020-03-04,80500.0,901070,23.214285714285722,41.536831954739725,82786.43522471708,19.801980198019802,84975.06798930123,81000.0
2020-03-05,81000.0,361110,27.67857142857143,46.39439830563368,82548.24386142146,24.752475247524753,84800.94781294995,80900.0
2020-03-06,80900.0,339740,15.463917525773198,40.952343581350114,82328.47801323194,27.27272727272727,84502.98810455661,75300.0
2020-03-09,75300.0,973190,10.948905109489047,38.20704216013673,81391.34761146769,0.0,83370.53413506018,76500.0
2020-03-10,76500.0,1050110,18.12080536912751,41.1182082888463,80739.16792993866,33.74233128834356,83248.9073614966,76500.0
2020-03-11,76500.0,932900,12.857142857142847,44.642848438295644,80173.94553928018,34.59119496855346,82877.94193551928,72000.0
2020-03-12,72000.0,1161120,10.169491525423723,40.99771380301807,79084.08613404282,7.092198581560284,81790.77189967227,72000.0
