Date,Open,High,Low,Close,Volume,RSI,MFI,EMA,SO,MACD,Next Day Price
2019-04-01,31.733648372511457,31.89638503083203,31.636005384253377,31.86383819580078,16060,61.165013191201076,63.172006874149325,31.44996638384199,72.4991245081151,31.357902671403487,32.05913543701172
2019-04-02,31.76620882978665,32.05913543701172,31.76620882978665,32.05913543701172,10040,65.09427442828593,72.81455973433353,31.531188924264622,87.50005622117853,31.407318176931035,31.86383819580078
2019-04-03,32.25440518250442,32.25440518250442,31.766195207542705,31.86383819580078,10320,59.81286913545628,67.06019659906669,31.575542160469446,69.23069956416369,31.401916875268128,31.701112747192383
2019-04-04,31.86384946305768,31.994039332382957,31.668565900652368,31.701112747192383,13600,58.71559830323493,67.25445536659768,31.59228490536584,56.410737002500035,31.40743738252099,31.96149253845215
2019-04-05,31.92894568932992,32.05913556898426,31.863851991085458,31.96149253845215,9220,57.943941612875314,66.7917487100394,31.64151258977735,76.92387341300453,31.476736517413645,31.99403381347656
2019-04-08,32.02658065440232,32.25441102404736,31.89639080753452,31.99403381347656,18140,54.99983884436755,67.64948525408256,31.688515419603913,79.48716130163402,31.508134938321806,31.636016845703125
2019-04-09,31.89639658661505,31.89639658661505,31.53837630523508,31.636016845703125,16200,48.14812001271882,60.09432515680507,31.681515609750477,51.28214176434359,31.47925834003753,31.701112747192383
2019-04-10,31.766206440272413,31.89639630959769,31.5709228778671,31.701112747192383,15440,46.153846153846146,59.013393709473135,31.6841285614094,56.4104773980445,31.51084588015587,31.896385192871094
2019-04-11,31.668554863330616,31.994028181625215,31.63600554496967,31.896385192871094,12400,56.24974056321591,67.11942364187135,31.712429445604293,71.7942821928719,31.560279665111594,32.156776428222656
2019-04-12,32.25441696899645,32.28696381592105,32.09168025120821,32.156776428222656,10560,66.66656164519087,72.81029968467439,31.77167570995341,89.18935301821524,31.62202118332838,31.896385192871094
2019-04-15,32.091668687214984,32.18931167596911,31.863838357674503,31.896385192871094,14620,56.66634110132246,64.60190094433581,31.7883036410091,67.56669223437538,31.606309504802702,31.701112747192383
2019-04-16,31.89639630959769,31.89639630959769,31.60346972440712,31.701112747192383,10900,58.62078720936344,65.20290939906238,31.776678188500206,51.35143887670808,31.6061671334799,31.44073486328125
2019-04-17,31.76620831421204,31.863851342757425,31.37564116636124,31.44073486328125,12080,51.64836792481385,57.91730222696715,31.731885745137678,7.143928724642364,31.597598027506447,31.147809982299805
2019-04-18,31.440736600960168,31.473283451218983,31.082716281782165,31.147809982299805,11680,43.01096679714574,50.840727063244756,31.654008976759293,5.405342230091079,31.581311523063103,31.701112747192383
2019-04-22,31.277996292676526,31.701112747192383,31.277996292676526,31.701112747192383,19360,47.52492769011624,51.6811938251711,31.66028947948371,51.35127520542628,31.68427622588877,31.733657836914062
2019-04-23,31.66856414743771,31.896394543770032,31.66856414743771,31.733657836914062,20840,44.7915827308266,54.335938510759284,31.67007192714109,54.05380012651334,31.69785774306539,31.53836441040039
2019-04-24,31.86383772220397,31.86383772220397,31.47326825814109,31.53836441040039,15920,44.79163741626244,52.85771595036081,31.652510924909,37.83674997881928,31.674566664185182,31.34309196472168
2019-04-25,31.50582867796911,31.50582867796911,31.245448943507142,31.34309196472168,17900,44.32987074814313,51.80959338966876,31.61125506355069,21.621442067199286,31.65078571137579,31.245441436767575
2019-04-26,31.147798439011847,31.37563127272036,31.147798439011847,31.245441436767575,18220,38.04329062788028,45.3691158595227,31.56247991331294,13.51260022315667,31.636917180921163,31.34309196472168
2019-04-29,31.2779957895236,31.40818565675458,31.115259076276164,31.34309196472168,19540,39.36181023255705,45.609789163217854,31.53322818683411,21.621442067199286,31.64609215156051,31.08270835876465
2019-04-30,31.408181744720306,31.538371595735534,31.08270835876465,31.08270835876465,16400,40.659330044325,45.61738442854685,31.473158876424847,0.0,31.598602915502624,31.18035125732422
2019-05-01,31.11525509046485,31.34308794972536,31.01761456492308,31.18035125732422,14860,41.304327055066125,45.40541461731881,31.434117860544763,12.82048201258994,31.60256057375415,30.59449005126953
2019-05-02,30.952510182896223,30.985057016105163,30.561943218060595,30.59449005126953,20020,30.769417150224257,38.3461655565395,31.322167485974735,1.8867504103605708,31.4977330608624,30.91996955871582
2019-05-03,30.85487587922651,30.952516398460475,30.75723287682784,30.91996955871582,8060,32.07551446551594,37.535667905009255,31.268541095673548,22.00032444498521,31.522644639312897,30.854875564575195
2019-05-06,30.82232624199777,30.95251608281345,30.627042722356595,30.854875564575195,12380,34.00016525758211,38.009005110345484,31.2133856915271,21.951490717233458,31.479862562543534,30.75723648071289
2019-05-07,30.62704662331497,30.85487949455258,30.46430992235882,30.75723648071289,12020,35.05161490274217,37.88134292995558,31.152565796751873,20.45455652372095,31.42922365588897,30.659591674804688
2019-05-08,30.789781524592943,30.98506505769291,30.627044833148837,30.659591674804688,10180,36.95653281695886,38.26167927396048,31.08683591382558,13.636188080382638,31.377849847871982,30.39921760559082
2019-05-09,30.59450115890828,30.59450115890828,30.138837879057476,30.39921760559082,13440,37.3626883145486,38.018247251579794,30.995153472727615,14.81486951522718,31.303274845572712,31.37564468383789
2019-05-10,30.69215085689083,31.440738388055458,30.46431792579805,31.37564468383789,20220,45.19243610021566,38.178541415836136,31.045885634208986,70.37080679175092,31.40911927974232,31.08270835876465
2019-05-13,30.919971665786825,31.212898209779883,30.757234972809,31.08270835876465,12940,41.071507989951954,29.6389369381519,31.050795330816406,54.71713423379217,31.31737210712705,31.47327995300293
2019-05-14,31.21290269670749,31.701112845822315,31.21290269670749,31.47327995300293,13060,49.15268462625304,36.38842565469589,31.10712661377461,85.41659453897655,31.332988554838213,31.570913314819336
2019-05-15,31.277986818358222,31.70110314470922,31.277986818358222,31.570913314819336,9760,53.0433081057723,42.79758082064158,31.16896484058057,91.66602974682512,31.307934328042002,31.79875373840332
2019-05-16,31.63601702022692,31.86384991557304,31.63601702022692,31.79875373840332,11300,57.14287121287112,50.244667870700525,31.252936693623607,96.22633490133715,31.30985619952896,31.701112747192383
2019-05-17,31.766206440272413,31.928943156137706,31.63601657094713,31.701112747192383,9400,54.62180694317502,42.300532988154295,31.312693500766112,87.27279273111087,31.26940806382103,31.701112747192383
2019-05-20,31.701112747192383,31.766206440272413,31.63601657094713,31.701112747192383,8400,58.55855427793088,49.069297870589175,31.36448273362295,87.27279273111087,31.253808992539266,32.156776428222656
2019-05-21,31.701113121782527,32.18932327514725,31.701113121782527,32.156776428222656,9920,62.29504968186888,47.67545000487441,31.47012189290291,98.41272476328471,31.313557652542826,31.96149253845215
2019-05-22,31.9940418707398,32.12422926722872,31.831305141963227,31.96149253845215,15500,69.09099336146582,48.768130299987156,31.53563797897614,88.88893638893643,31.287262399118994,31.095861434936523
2019-05-23,31.72843298964392,31.72843298964392,30.96268807498698,31.095861434936523,31000,52.134413076908125,38.64177704644575,31.477001106437527,46.67302472400276,31.1716963733954,31.29562187194824
2019-05-24,31.462087945735203,31.56196860603566,31.095863091418035,31.29562187194824,14340,55.179100530286355,45.69806276363203,31.45281720850562,56.41512956379597,31.224486642641462,31.02927589416504
2019-05-28,31.36220804985381,31.49538142014347,30.92939777150087,31.02927589416504,10060,53.07475765536552,46.12543237119677,31.39634503326021,43.42571845698612,31.207515580410053,30.929393768310547
2019-05-29,30.76292771201186,30.92939376831055,30.363407652852743,30.929393768310547,24840,53.04792858761971,42.87309967726108,31.334084864600257,38.55457301771769,31.218456936571716,30.729639053344727
2019-05-30,30.82951717622745,31.19574204027232,30.629758390391228,30.729639053344727,14780,53.784574031158144,42.555286530226574,31.253492089766187,20.05741097892379,31.21691146486457,30.43000030517578
2019-05-31,30.696344512399467,30.829517886046727,30.29682693152852,30.43000030517578,45040,37.18146937762423,29.38291690226758,31.143693185154135,7.036915769814009,31.192379764791937,30.69634437561035
2019-06-03,30.396707461327804,31.095864494771785,30.396707461327804,30.69634437561035,30120,44.7246734009119,39.394242733080006,31.084046677214964,21.110605863464666,31.246689062449406,31.1291561126709
2019-06-04,30.82951666881286,31.195741526830137,30.762931254653623,31.1291561126709,16880,45.3549897944682,40.26907436985028,31.09006126860909,43.98049084474538,31.314200955147864,30.729639053344727
2019-06-05,31.12915662501717,31.12915662501717,30.496585019810155,30.729639053344727,23780,39.5001233123115,34.46453892607737,31.04200497324051,22.869905311869978,31.248258359677212,30.829517364501957
2019-06-06,30.629758577445813,30.9959834437272,30.629758577445813,30.829517364501957,17300,37.503891516567684,35.8206686951558,31.01367329207537,28.147501302689605,31.251703097078934,31.06256866455078
2019-06-07,30.796221945212608,31.12915407435004,30.796221945212608,31.06256866455078,23680,42.04517211014021,42.34885080519138,31.020192675072092,40.46199273273359,31.26748702138653,31.095861434936523
2019-06-10,31.095861434936523,31.29562020482555,30.896102665047493,31.095861434936523,15620,42.52195626374474,43.74309486950114,31.03028184305402,42.221191396340075,31.24763193483477,31.16244506835937
2019-06-11,31.095859662215805,31.29561842071693,31.06256695914402,31.16244506835937,22160,36.4079786080194,45.965694058814265,31.047903606428065,47.368776974840316,31.225749493585184,30.89610290527344
2019-06-12,30.96268831573064,31.16244708717285,30.82951495474564,30.89610290527344,14640,35.71417245060441,46.17233871310952,31.027663512940784,41.86039660476299,31.150002109494476,31.26232147216797
2019-06-13,31.02926750217376,31.295614170718544,31.02926750217376,31.26232147216797,11100,52.57724225953212,53.39065822500422,31.058951240837743,76.31513213850741,31.174540488277984,30.89610290527344
