Date,High,Low,Close,Volume,RSI,MFI,EMA,SO,MACD,Next Day Price
2019-04-01,46.1325280070035,45.338304378565645,46.026634216308594,111448000,67.26842911861155,64.2709092527731,45.2370699310592,61.53847172319703,44.632210534946125,46.69570541381836
2019-04-02,46.80160286734287,45.98090127493237,46.69570541381836,91062800,69.30064657475424,63.76177346731365,45.43155466209375,75.74346644972488,44.84232461636386,47.01580810546875
2019-04-03,47.29258256500431,46.48632078259321,47.01580810546875,93087200,68.62175227691148,63.84919585232232,45.642788454543755,83.22587999735552,45.002530133993474,47.097633361816406
2019-04-04,47.261290397603176,46.48391213280696,47.097633361816406,76457200,66.41504242794647,62.3396497213178,45.836767775513444,84.7444262534184,45.129992314942925,47.41291427612305
2019-04-05,47.436983214260486,47.155390593189,47.41291427612305,74106400,65.72123554437724,61.76414194672435,46.04692064226139,94.7367176975856,45.29377579675696,48.15901947021485
2019-04-08,48.19030469082114,47.25408004998685,48.15901947021485,103526800,72.48928668806971,68.59859381447252,46.328533819321855,99.16939595879647,45.527471831524075,48.014610290527344
2019-04-09,48.82087213278895,47.949627082913366,48.014610290527344,143072800,69.4577993123701,60.53523493949292,46.553344015482594,81.66390697996124,45.63144699786028,48.28416442871094
2019-04-10,48.31304789430677,47.69691748446444,48.28416442871094,86781200,61.85168276122577,57.7307241391827,46.78412007057971,87.79413601052853,45.792153117326215,47.88223648071289
2019-04-11,48.375620408414015,47.75949369129462,47.88223648071289,83603200,68.84540898775634,60.86503088510952,46.930535591930806,78.6534476441129,45.85530775364738,47.86297607421875
2019-04-12,48.16863396932321,47.22278416778864,47.86297607421875,111042800,77.0420247997177,63.24059293506858,47.05486098956919,78.21542542035283,45.98640707525579,47.94961929321289
2019-04-15,48.09884010395152,47.655995866397326,47.94961929321289,70146400,86.28915323952816,74.25279513864605,47.17416209672169,77.79118524197766,46.14316698346442,47.95443344116211
2019-04-16,48.46466262431271,47.78836731242608,47.95443344116211,102785600,84.81888802767784,74.05975222507428,47.278198275980415,76.50108850919105,46.292123647292975,48.88825225830078
2019-04-17,48.94842093240496,47.8004016022239,48.88825225830078,115627200,87.70257190322818,74.80128583182672,47.492872140289805,98.33333153634092,46.58455601115272,49.063941955566406
2019-04-18,49.13373599910474,48.74143875559536,49.063941955566406,96783200,87.37216131691716,74.97277017493542,47.702348115660016,98.16110391343517,46.7640936163599,49.22520065307617
2019-04-22,49.323878170586,48.69812242370955,49.22520065307617,77758000,86.93698178271579,74.4639661520878,47.90539512064884,97.04821419381861,46.948068410806854,49.93518829345703
2019-04-23,50.0001714940692,49.07357238249762,49.93518829345703,93292000,87.05927224771251,74.62377136898439,48.176034210356605,98.15192242847407,47.21541442649159,49.85818099975586
2019-04-24,50.17586975314949,49.831706630939294,49.85818099975586,70162400,84.4314481881589,68.71779590260594,48.40032044894318,91.39511375636653,47.36413130461886,49.40571212768555
2019-04-25,50.00258447628887,49.36720328650979,49.40571212768555,74172800,75.65543261732904,62.93669771530887,48.5343726727755,74.50213742001061,47.46195901294304,49.16984939575195
2019-04-26,49.33832097680149,48.645176560591935,49.16984939575195,74596400,69.88019309992362,57.24455417088733,48.619102902505695,65.93324750272662,47.59327875612629,49.24444961547852
2019-04-29,49.5717673484031,49.06394359377168,49.24444961547852,88818800,64.48281794462768,56.85093528701718,48.70248246423541,68.45942622563193,47.760715707871576,48.29619216918945
